CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,loc,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,bugs,label
0,45,740,42,0,5,1,134,10,56,1,4,10,11,91,1,11,109,98,8,27,59,3,334,109,59,106,546,238,0.17,104,344,42,236,6,10,12,80,1,0,3,1,24,7.363636364,2,23,10.90909091,2,197416,18111.27273,1,8,3.857142857,0,1,1
3,52,318,17,0,1,0,34,8,56,1,3,8,4,70,1,4,33,56,0,4,18,1,145,33,4,60,231,89,0.3,25,149,17,118,3,3,9,43,1,0,1,1,7,5.25,4,28,13.5,4,3120,807.75,1,6,4.166666667,0,0,0
2,13,187,3,0,1,12,5,2,18,1,2,2,3,79,1,3,5,36,0,3,3,1,67,5,3,34,86,23,0.92,24,57,3,51,3,2,2,57,1,0,2,1,16,9.333333333,3,9,6,4,3,1.666666667,1,1,0.666666667,0,0,0
3,14,539,5,0,1,7,32,2,21,2,5,2,17,138,1,17,32,65,10,8,5,4,219,32,25,58,328,164,0.42,75,222,5,189,1,15,2,89,1,0,0,1,6,3,1,7,2.882352941,1,6,2.058823529,1,2,0.684210526,0,1,1
0,4,137,4,0,1,0,15,1,8,1,4,1,11,61,1,11,15,21,0,2,4,11,25,15,11,22,57,20,1.07,19,42,4,26,0,10,1,86,1,0,0,2,3,0.727272727,0,4,1.454545455,1,4,1.363636364,1,2,0.642857143,0,0,0
0,4,136,4,0,1,0,15,1,8,1,4,1,11,60,1,11,15,21,0,2,4,11,24,15,11,22,56,20,1.07,20,42,4,26,0,10,1,95,1,0,0,2,2,0.454545455,0,4,1.272727273,1,4,1.363636364,1,2,0.538461538,0,0,0
0,4,138,4,0,1,0,15,1,8,1,4,1,11,60,1,11,15,21,0,2,4,11,25,15,11,22,57,20,1.05,21,42,4,26,0,10,1,86,1,0,0,2,3,0.727272727,0,4,1.454545455,1,4,1.363636364,1,2,0.538461538,0,0,0
0,4,139,4,0,1,0,15,1,8,1,4,1,11,61,1,11,15,21,0,2,4,11,25,15,11,22,57,20,1.07,21,42,4,26,0,10,1,86,1,0,0,2,3,0.727272727,0,4,1.454545455,1,4,1.363636364,1,2,0.538461538,0,0,0
0,4,137,4,0,1,0,15,1,8,1,4,1,11,60,1,11,15,21,0,2,4,11,25,15,11,22,57,20,1.05,20,42,4,26,0,10,1,86,1,0,0,2,3,0.727272727,0,4,1.454545455,1,4,1.363636364,1,2,0.538461538,0,0,0
0,19,60,3,0,1,0,3,3,19,1,0,3,1,23,1,1,3,10,0,0,3,1,13,3,1,10,25,8,0.92,12,18,3,14,0,0,3,0,1,0,0,1,1,1,1,7,7,7,3,3,3,1,1,1,0,0
18,22,1167,13,0,3,0,129,5,34,1,6,5,21,501,1,21,100,88,0,12,25,3,359,100,53,77,514,257,0.97,155,334,13,233,5,20,6,88,1,0,0,1,8,4.476190476,0,17,5.476190476,2,50,10.33333333,1,4,1.47826087,0,3,1
2,50,347,19,0,5,2,31,8,91,3,29,8,3,128,1,3,24,49,0,0,26,1,103,24,14,41,167,50,0.77,52,91,19,65,12,0,10,66,1,0,0,1,6,3,1,19,9.333333333,4,1264,424.3333333,1,8,5,0,0,0
0,48,250,8,2,2,1,17,4,66,3,9,4,3,56,1,3,12,26,0,0,8,1,125,12,7,27,152,104,0.37,42,131,8,119,9,0,6,33,1,0,2,1,67,23.66666667,1,19,7.666666667,1,60,21.33333333,1,2,1.4,0,4,1
2,4,279,6,3,1,0,56,1,4,0,0,1,38,34,1,38,55,55,10,9,6,23,96,55,38,55,193,84,0.18,57,139,6,89,0,38,1,89,1,1,11,1,418,18.39473684,1,7,1.763157895,0,18,1.789473684,1,5,0.487804878,0,0,0
0,5,57,3,0,2,0,6,2,6,0,0,2,4,17,1,4,6,11,0,3,3,4,14,6,6,11,30,10,0.57,12,21,3,14,0,4,2,50,2,0,0,1,4,2.25,1,3,2.5,2,3,1.5,1,2,1,0,1,1
0,5,100,2,0,1,1,10,1,5,0,0,1,8,30,1,8,10,18,0,0,2,8,19,10,8,14,50,12,0.6,20,26,2,15,0,8,1,87,2,0,5,1,9,5.125,2,5,2.375,2,2,1.25,1,1,0.4,0,0,0
5,14,565,8,0,1,0,80,3,18,0,3,3,25,126,1,25,78,57,2,4,9,18,226,78,31,52,380,176,0.33,63,228,8,140,0,25,3,76,2,0,7,2,16,5.92,0,11,5.6,1,96,9.04,1,2,1.185185185,0,0,0
0,11,72,5,0,2,0,12,3,13,0,1,3,3,19,1,3,8,9,0,2,9,3,25,8,6,10,39,23,0.49,14,33,5,24,0,3,4,0,2,0,2,1,8,7.333333333,6,6,5,3,7,3.333333333,1,1,0.8,0,0,0
1,18,210,6,0,3,0,21,4,28,0,10,4,5,97,1,5,18,27,0,6,8,4,66,18,15,24,103,51,0.94,11,75,6,56,0,5,4,50,2,0,0,1,18,9.8,4,10,5.8,1,16,5.6,1,3,2.142857143,0,0,0
10,12,1411,8,3,1,3,323,3,12,0,0,3,101,61,1,101,300,170,2,2,9,86,710,300,119,148,1230,628,0.05,124,776,8,468,0,101,3,92,3,1,13,4,57,6.514851485,0,16,5.524752475,1,17,3.930693069,1,3,1.291262136,0,2,1
0,4,323,3,0,1,0,43,1,5,0,1,1,41,79,1,41,43,85,0,0,3,41,58,43,43,55,186,45,0.42,58,100,3,57,0,41,1,0,4,0,7,1,8,0.268292683,0,6,1.414634146,1,3,1.048780488,1,1,0.068181818,0,1,1
0,1,318,1,19,1,0,19,1,11,0,10,1,19,213,1,19,19,75,0,0,1,0,0,19,19,25,76,0,2.8,29,25,1,24,0,19,1,0,0,2,17,0,4,1,0,1,1,1,1,1,1,0,0,0,0,0
0,4,40,1,0,1,0,1,1,5,0,1,1,1,24,1,1,1,4,0,1,1,1,1,1,1,4,9,1,2.67,7,5,1,3,0,1,1,0,1,0,0,1,337,337,337,2,2,2,1,1,1,0,0,0,0,0
