wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,ndpv,max(cc),avg(cc),bugs,label
5,7,0,9,16,4,0,9,1,0.9166667,62,0,0,0.89285713,0.6666667,2,3,10.8,0,0,0,0,1,0.6,0,0
3,5,0,4,7,1,0,4,1,0.5,29,0,0,0.972973,0.625,1,1,8,1,1,34,0,2,0.6666667,0,0
2,3,0,11,10,1,0,11,2,2,44,0,0,0.875,0.625,1,1,20.5,0,0,0,0,2,1,1,1
15,1,0,1,19,87,0,1,15,0.89285713,72,1,0,0,0.44444445,0,0,3.5333333,0,0,0,0,1,0.93333334,0,0
6,6,0,13,19,3,0,13,1,0.8666667,72,0,0,0.85714287,0.73333335,2,3,10.5,0,0,0,0,1,0.6666667,0,0
4,4,0,14,23,4,1,13,3,1,90,0,0,0.96875,0.5555556,3,4,20.75,0,0,0,0,1,0.5,0,0
2,2,0,16,16,1,0,16,2,2,67,0,0,0.8,0.6666667,1,1,32.5,5,4,122,1,1,0.5,0,0
4,1,0,2,6,6,0,2,4,2,13,0,0,0,0.625,0,0,2.25,0,0,0,0,1,0.75,0,0
6,3,2,21,29,15,2,19,2,1,136,0,0,0.44444445,0.45833334,1,1,21.5,2,2,20,1,6,2,2,1
2,4,0,12,29,0,0,12,1,1.3333334,141,0.33333334,0,0.9787234,0.75,2,2,68,0,0,0,0,11,5.5,0,0
6,5,0,11,28,15,1,11,4,1,79,0.5,0,0.96363634,0.45,3,4,11.833333,0,0,0,0,2,1,0,0
3,4,0,2,8,3,0,2,2,1.1666666,29,0,0,0.984127,1,3,3,7.6666665,0,0,0,0,1,0.33333334,1,1
3,2,0,5,4,3,1,4,2,2,28,0,0,0.92,0.5555556,1,1,8.333333,1,1,2,0,1,0.6666667,0,0
5,7,0,15,18,4,0,15,1,0.9166667,64,0,0,0.8888889,0.6666667,2,3,11.2,0,0,0,0,1,0.6,0,0
2,3,0,10,11,1,0,10,2,2,35,0,0,0.875,0.6666667,1,1,16.5,0,0,0,0,3,1.5,0,0
2,3,0,20,19,1,0,20,2,2,74,0,0,0.875,0.625,1,1,36,0,0,0,0,6,3,1,1
35,1,0,162,149,579,101,62,30,0.98039216,1463,0.16666667,0,0,0.10784314,0,0,40.45714,23,7,738,8,5,2.057143,18,1
4,6,0,9,13,4,0,9,1,1,43,0,0,0.92,0.5555556,2,2,9,0,0,0,0,1,0.5,0,0
4,6,0,9,13,4,0,9,1,1,43,0,0,0.92,0.5555556,2,2,9,0,0,0,0,1,0.5,0,0
2,3,0,26,36,1,0,26,2,1,161,0,0,0.875,0.6,1,1,79,0,0,0,0,1,0.5,0,0
4,5,0,23,34,4,1,22,3,1,208,0,0,0.9607843,0.5555556,4,9,49.75,0,0,0,0,1,0.5,0,0
2,3,0,8,10,1,1,7,2,2,27,0,0,0.9655172,0.6666667,2,3,12.5,0,0,0,0,1,0.5,0,0
