CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,loc,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,bugs,label
4,13,362,12,0,1,0,49,3,14,1,0,2,18,30,1,18,35,88,1,13,12,13,193,49,25,90,287,141,0.1,45,231,8,193,1,17,3,88,1,0,22,1,15,3.277777778,1,27,4.666666667,1,12,3,1,3,0.80952381,0,0,0
0,4,54,2,0,1,0,5,1,4,0,0,1,4,16,1,4,5,16,0,1,2,4,10,5,4,15,29,8,0.55,9,23,2,17,0,4,1,75,1,0,3,2,2,0.75,0,6,2.25,1,2,1.25,1,1,0.5,0,0,0
0,7,101,5,0,1,1,12,2,8,2,0,2,7,20,1,7,11,25,0,1,6,7,25,11,7,23,65,18,0.31,16,41,5,29,0,5,2,57,2,0,0,1,4,1.857142857,0,6,2,1,12,2.571428571,1,2,0.666666667,0,0,0
0,3,70,1,0,1,0,12,1,3,0,0,1,12,16,1,12,12,24,0,6,1,12,12,12,12,24,49,12,0.33,5,36,1,23,0,12,1,83,1,0,3,1,3,2,1,1,1,1,1,1,1,0,0,0,0,0
0,13,62,9,0,4,0,10,5,13,0,0,2,2,16,1,2,4,19,0,1,9,2,21,10,8,18,41,9,0.39,5,27,3,22,0,2,5,0,1,0,9,1,8,5,2,9,5.5,2,7,4,1,2,1.5,0,0,0
0,10,85,7,1,2,0,13,3,10,0,0,3,4,20,1,4,11,20,0,5,7,3,28,11,8,19,54,20,0.37,11,39,7,29,0,4,3,50,1,0,5,2,6,2.75,0,8,3.75,0,5,2.25,1,4,2.428571429,0,0,0
4,10,172,7,0,1,0,27,3,12,1,2,3,9,45,1,9,23,44,1,4,8,4,56,23,11,39,112,44,0.4,15,83,7,61,0,8,3,77,1,0,9,2,4,2.666666667,1,14,4.888888889,2,16,3.666666667,1,3,1.272727273,0,0,0
0,3,60,1,0,1,0,4,1,6,0,3,1,4,32,1,4,4,10,0,2,1,4,4,4,4,10,19,4,1.68,9,14,1,9,0,4,1,50,1,0,1,1,3,2.25,2,1,1,1,1,1,1,0,0,0,0,0
0,5,55,1,0,1,0,2,1,12,0,7,1,2,35,1,2,2,10,0,0,1,2,7,2,2,10,17,4,2.06,3,14,1,11,0,2,1,0,1,0,0,2,3,2,1,3,2.5,2,1,1,1,2,0.4,0,0,0
0,4,57,1,0,1,0,4,1,4,0,0,1,4,21,1,4,4,16,0,1,1,4,9,4,4,16,27,6,0.78,9,22,1,17,0,4,1,25,1,0,3,2,6,3.25,1,5,3.25,2,1,1,1,0,0,0,0,0
0,3,81,2,0,1,1,12,1,4,0,0,1,9,27,1,9,10,19,0,2,4,9,15,10,9,19,43,13,0.63,11,32,2,21,0,9,1,51,1,0,0,2,8,3.333333333,0,4,2.111111111,1,2,1.111111111,1,1,0.272727273,0,0,0
4,9,774,13,6,1,17,133,2,10,0,0,2,57,56,3,57,126,188,3,20,15,44,391,126,70,194,618,273,0.09,103,467,13,328,0,57,2,94,1,1,14,2,27,4.964912281,0,41,4.912280702,1,401,9.894736842,1,5,0.903225806,0,0,0
0,14,186,5,0,1,1,20,3,18,0,2,3,7,41,1,7,20,35,0,10,5,7,74,20,7,35,120,61,0.34,25,96,5,75,1,7,3,63,1,0,2,1,8,5.285714286,2,10,5.428571429,1,6,3.142857143,1,2,1.111111111,0,0,0
0,4,142,5,2,1,0,25,1,4,0,0,1,18,25,1,18,25,35,0,5,5,16,37,25,18,33,94,32,0.27,23,65,5,40,0,18,1,72,2,1,1,2,16,4.722222222,1,8,1.944444444,1,5,1.333333333,1,4,0.7,0,0,0
0,13,154,5,0,2,0,23,3,15,0,0,3,7,28,1,7,19,25,0,4,9,7,66,19,13,25,105,50,0.27,21,75,5,55,1,7,3,50,1,0,6,1,10,6.285714286,2,12,7.714285714,1,8,3.142857143,1,3,1.555555556,0,0,0
0,7,163,4,5,1,0,30,2,7,0,0,2,14,21,2,14,28,39,0,9,4,9,61,28,14,43,120,47,0.17,22,90,4,62,0,14,2,62,1,0,4,1,8,3.714285714,1,7,4.071428571,1,6,2.214285714,1,2,0.941176471,0,0,0
1,17,440,20,0,2,2,53,3,23,0,3,3,15,76,6,15,52,74,1,22,20,13,192,52,23,75,300,151,0.25,64,226,20,165,2,15,4,65,2,1,9,2,22,6.666666667,0,34,7.333333333,1,1154,83.2,1,5,1.227272727,0,0,0
2,4,159,3,0,1,1,25,1,4,2,0,1,22,21,2,22,25,44,0,4,3,20,42,25,24,44,105,34,0.2,33,78,3,51,0,20,1,77,1,0,9,2,4,1.727272727,0,10,2.318181818,0,3,1.136363636,1,1,0.16,0,0,0
2,4,115,2,0,1,0,17,1,4,2,0,1,14,21,2,14,17,34,0,2,2,12,26,17,14,34,72,19,0.29,22,53,2,34,0,12,1,27,1,0,4,2,6,3.142857143,0,7,2.928571429,0,2,1.214285714,1,1,0.294117647,0,0,0
0,3,150,2,2,1,4,22,1,4,0,0,1,20,30,1,20,22,40,0,5,2,18,45,22,20,39,95,32,0.32,25,71,2,48,0,20,1,81,1,0,1,2,19,7.85,1,6,1.55,1,2,1.1,1,1,0.181818182,0,0,0
2,36,239,21,0,3,0,26,7,50,0,8,7,4,57,1,4,26,27,1,0,21,1,115,26,10,25,153,92,0.37,32,117,21,89,6,4,7,0,2,0,8,1,23,8,3,35,11.25,2,1922,481.75,1,5,2.833333333,0,0,0
0,12,131,10,0,1,1,19,3,14,0,1,3,6,26,2,6,17,31,0,1,11,6,51,17,6,33,87,37,0.3,18,70,10,49,1,6,3,80,2,0,5,2,13,5.166666667,0,22,6.5,1,82,14.83333333,1,2,0.888888889,0,0,0
