Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Android Rules,Basic Rules,Brace Rules,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,Design Rules,Documentation Metric Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Vulnerability Rules,Number of bugs,label
50,1,514,2,0.0,0,0,0,0.0,0.0,0,0,2,3,3,39,6,48,96,5,21,1.0,0.39514299999999997,179,168,14,0,0.39514299999999997,179,1,1,3,3,1,274,465,5,6,5,6,16,0,13,6,16,75,0,13,6,274,465,5,6,5,6,16,0,13,6,16,75,0,13,6,0,7,3,1,3,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0
113,1,229,2,0.530303,2,7,2,0.213675,0.43589700000000003,25,17,1,1,1,10,8,25,33,13,18,1.0,0.793651,150,147,6,0,0.793651,150,2,2,0,0,1,39,117,5,6,0,0,5,0,5,0,21,21,0,18,6,39,117,5,6,0,0,5,0,5,0,21,21,0,18,6,0,2,12,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
122,1,308,2,0.45593900000000004,2,10,3,0.21390399999999998,0.41791000000000006,40,28,1,1,1,16,9,3,4,20,27,1.0,0.741313,192,186,8,0,0.741313,192,2,2,0,0,1,67,187,5,6,0,0,7,0,7,0,23,40,0,20,6,67,187,5,6,0,0,7,0,7,0,23,40,0,20,6,0,3,19,2,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
163,1,370,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,16,10,24,27,15,22,1.0,0.7258060000000001,180,178,8,0,0.61,183,2,2,0,0,1,68,147,6,7,1,1,7,0,7,2,23,36,0,20,8,117,208,10,7,4,1,11,0,10,2,41,56,0,37,8,0,3,13,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
47,1,177,2,0.493827,3,7,5,0.40458,0.417476,53,43,5,2,2,14,11,2,0,19,29,0.1,0.0803571,9,7,1,9,0.0803571,9,0,0,2,2,0,103,131,1,0,1,0,10,0,9,0,10,52,0,9,0,103,131,1,0,1,0,10,0,9,0,10,52,0,9,0,0,0,51,3,10,0,1,0,0,24,0,1,0,0,0,3,0,5,23,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
54,1,226,2,0.107607,1,1,1,0.06358380000000001,0.0666667,11,9,4,3,3,16,15,2,0,26,34,0.125,0.11363599999999999,15,7,1,7,0.1,15,0,0,2,2,0,117,151,2,0,2,0,8,0,7,0,8,46,0,7,0,135,173,5,0,4,0,11,0,9,0,25,50,0,23,0,0,0,38,7,14,0,0,0,0,7,0,1,0,0,2,2,0,5,28,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0
36,1,121,2,0.0,0,0,0,0.0,0.0,0,0,5,0,0,5,4,0,0,2,7,0.166667,0.225806,7,7,1,5,0.108108,8,0,0,0,0,0,24,33,0,0,0,0,5,0,5,0,5,5,0,5,0,66,86,3,0,3,0,13,0,12,0,13,13,0,12,0,0,0,39,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,38,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,264,2,0.0,0,0,0,0.0,0.0,0,0,23,1,1,25,7,0,0,20,43,0.041666699999999994,0.046391800000000004,9,7,1,23,0.046391800000000004,9,0,0,0,0,0,185,222,0,0,0,0,23,0,23,0,23,109,0,23,0,185,222,0,0,0,0,23,0,23,0,23,109,0,23,0,0,0,52,0,41,0,0,0,0,0,0,1,0,0,0,0,0,0,49,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
30,1,37,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,3,0,0,1,2,1.0,0.5,7,7,1,0,0.5,7,1,1,0,0,1,7,8,1,0,0,0,1,0,0,0,10,1,0,9,0,7,8,1,0,0,0,1,0,0,0,10,1,0,9,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,37,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,3,0,0,1,2,1.0,0.5,7,7,1,0,0.5,7,1,1,0,0,1,7,8,2,0,0,0,1,0,0,0,8,1,0,7,0,7,8,2,0,0,0,1,0,0,0,8,1,0,7,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
