Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Android Rules,Basic Rules,Brace Rules,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,Design Rules,Documentation Metric Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Vulnerability Rules,Number of bugs,label
3,1,24,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
54,1,160,2,0.0,0,0,0,0.0,0.0,0,0,7,2,2,17,18,5,7,10,20,1.0,0.278481,22,21,9,0,0.22449000000000002,22,0,0,0,0,0,57,84,0,0,0,0,10,0,8,0,10,25,0,8,0,76,107,5,0,5,0,12,0,9,0,12,33,0,9,0,0,1,16,0,5,0,1,2,0,0,0,1,0,0,0,1,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33,1,81,2,0.0,0,0,0,0.0,0.0,0,0,1,2,1,5,8,2,2,9,12,0.333333,0.173077,9,9,1,2,0.173077,9,0,0,0,0,0,43,49,11,0,11,0,3,0,2,0,3,20,0,2,0,43,49,11,0,11,0,3,0,2,0,3,20,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
65,1,509,2,0.0,0,0,0,0.0,0.0,0,0,2,0,0,30,4,15,13,2,26,0.0869565,0.301887,48,48,2,21,0.375587,160,0,0,0,0,0,111,155,19,11,19,11,24,0,22,0,24,42,0,22,0,266,445,38,11,38,11,52,0,49,0,52,119,0,49,0,0,0,84,0,37,0,0,6,0,0,0,2,0,0,2,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,16,0,0,0,0,0,0,0
48,1,763,2,0.0,0,0,0,0.0,0.0,0,0,1,3,3,65,24,11,11,47,88,1.0,0.618827,401,401,39,0,0.612952,407,0,0,0,0,0,247,703,12,6,12,6,41,1,38,0,41,114,1,38,0,257,716,13,7,13,7,43,1,40,0,47,116,1,44,0,0,1,26,0,13,0,0,2,0,0,0,0,0,1,3,3,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
50,1,655,2,0.085031,1,9,3,0.049505,0.0738462,30,24,1,1,1,5,12,7,3,6,9,1.0,0.35483899999999996,33,33,2,0,0.402574,219,0,0,0,0,0,60,116,20,1,20,1,3,0,1,0,3,30,0,1,0,325,606,53,3,53,3,34,3,31,0,34,147,3,31,0,0,0,70,0,60,0,0,6,0,19,0,1,0,0,21,2,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,0,19,0,0,0,0,0,0,0
40,1,217,2,0.0,0,0,0,0.0,0.0,0,0,4,1,1,26,5,5,18,3,22,1.0,0.32876700000000003,48,48,1,0,0.305732,48,0,0,0,0,0,98,167,10,4,10,4,19,0,0,0,19,37,0,0,0,109,178,10,4,10,4,20,0,1,0,20,43,0,1,0,0,0,32,0,18,0,0,0,0,0,0,1,0,0,17,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
35,1,58,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,5,4,1,0,1,0.5,0.3125,10,10,1,1,0.3125,10,0,0,0,0,0,22,24,8,0,8,0,1,0,1,0,1,8,0,1,0,22,24,8,0,8,0,1,0,1,0,1,8,0,1,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
51,1,472,2,0.0,0,0,0,0.0,0.0,0,0,1,4,4,89,25,7,3,37,61,0.25,0.0986301,36,31,1,3,0.11054000000000001,43,1,1,0,0,1,329,405,37,2,37,2,24,0,3,0,24,190,0,3,0,346,422,37,2,37,2,27,0,6,0,27,195,0,6,0,0,0,73,1,26,0,0,12,0,0,0,0,0,5,7,3,0,7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,1
32,1,59,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,2,8,2,1,6,8,0.333333,0.23333299999999998,7,7,1,2,0.23333299999999998,7,0,0,0,0,0,23,28,5,0,5,0,2,0,2,0,2,9,0,2,0,23,28,5,0,5,0,2,0,2,0,2,9,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,49,2,0.0,0,0,0,0.0,0.0,0,0,2,0,0,7,2,0,0,1,4,1.0,0.52,13,13,3,0,0.52,13,0,0,0,0,0,12,21,0,0,0,0,3,0,2,0,3,4,0,2,0,12,21,0,0,0,0,3,0,2,0,3,4,0,2,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,215,2,0.21161799999999997,1,8,2,0.119565,0.22,22,22,3,3,3,30,3,3,9,5,11,1.0,0.42528699999999997,74,69,5,0,0.42528699999999997,74,0,0,0,0,0,100,184,2,0,2,0,6,0,4,0,6,62,0,4,0,100,184,2,0,2,0,6,0,4,0,6,62,0,4,0,0,0,17,1,10,0,0,4,0,11,0,1,0,1,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,132,2,0.0,0,0,0,0.0,0.0,0,0,1,3,3,16,1,7,7,1,7,0.8,0.42105299999999996,40,35,4,1,0.442308,46,0,0,0,0,0,55,96,3,0,3,0,6,3,4,0,6,28,3,4,0,58,104,3,0,3,0,7,3,5,0,7,28,3,5,0,0,0,11,1,8,0,1,4,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
27,1,113,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,17,1,15,45,0,12,0.454545,0.291139,23,23,5,6,0.291139,23,0,0,0,0,0,56,87,3,0,3,0,12,0,10,0,12,22,0,10,0,56,87,3,0,3,0,12,0,10,0,12,22,0,10,0,0,0,17,0,16,0,0,2,0,0,0,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0
34,1,110,2,0.0,0,0,0,0.0,0.0,0,0,5,2,2,13,3,3,2,5,11,0.833333,0.4,28,28,5,1,0.368421,28,0,0,0,0,0,42,71,2,0,2,0,6,0,5,0,6,18,0,5,0,48,77,2,0,2,0,7,0,6,0,7,21,0,6,0,0,0,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,147,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,23,1,1,2,2,9,1.0,0.385965,44,43,5,0,0.385965,44,0,0,0,0,0,70,115,2,5,2,5,7,0,4,0,7,39,0,4,0,70,115,2,5,2,5,7,0,4,0,7,39,0,4,0,0,1,6,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
5,5,7,6,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,5,11,6,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,5,15,6,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,5,19,6,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,5,23,6,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,174,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,1,1.0,0.10828,17,3,1,0,0.10365899999999999,17,0,0,0,0,0,140,147,1,0,1,0,1,1,0,0,1,0,1,0,0,147,154,4,0,4,0,1,4,0,0,1,0,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
32,1,63,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,4,6,1,1,10,12,0.333333,0.294118,10,3,1,2,0.294118,10,0,0,0,0,0,24,32,0,0,0,0,2,0,2,0,2,7,0,2,0,24,32,0,0,0,0,2,0,2,0,2,7,0,2,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,71,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,8,1,6,8,0,6,0.166667,0.214286,9,9,1,5,0.214286,9,2,2,2,6,1,33,42,1,0,1,0,6,0,5,0,6,12,0,5,0,33,42,1,0,1,0,6,0,5,0,6,12,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,112,2,0.0,0,0,0,0.0,0.0,0,0,1,3,3,13,2,4,16,5,12,0.4,0.256757,19,17,2,3,0.256757,19,3,3,4,4,1,55,75,6,2,5,2,7,0,4,0,13,27,0,9,0,55,75,6,2,5,2,7,0,4,0,13,27,0,9,0,0,0,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1,82,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,10,0,1,2,0,10,0.0909091,0.137255,7,7,1,10,0.137255,7,0,0,0,0,0,44,55,2,0,2,0,10,0,10,0,10,11,0,10,0,44,55,2,0,2,0,10,0,10,0,10,11,0,10,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,65,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3,1,5,2,0,3,0.75,0.363636,8,8,3,1,0.5,21,0,0,0,0,0,14,23,2,2,2,2,3,0,3,0,3,4,0,3,0,21,42,7,2,7,2,3,5,3,0,3,4,5,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
