Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Android Rules,Basic Rules,Brace Rules,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,Design Rules,Documentation Metric Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Vulnerability Rules,Number of bugs,label
65,1,508,2,0.0727763,1,10,2,0.0495495,0.06134969999999999,22,20,2,3,3,72,49,107,131,58,86,0.0952381,0.106849,39,17,2,19,0.106849,39,0,0,0,0,0,326,444,32,10,32,10,28,18,20,2,28,181,18,20,2,326,444,32,10,32,10,28,18,20,2,28,181,18,20,2,0,3,82,6,76,0,7,0,0,9,0,1,0,1,0,6,0,57,53,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,12,4,0,0,0,0,6,1
9,1,83,2,0.0,0,0,0,0.0,0.0,0,0,9,2,2,19,3,0,0,2,19,0.0,0.0,0,0,0,17,0.0,0,0,0,0,0,0,57,75,0,0,0,0,17,0,16,7,17,20,0,16,7,57,75,0,0,0,0,17,0,16,7,17,20,0,16,7,0,0,40,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
13,1,154,2,0.0,0,0,0,0.0,0.0,0,0,11,0,0,14,7,0,0,6,20,0.923077,0.65625,84,84,12,1,0.65625,84,0,0,0,0,0,44,142,0,1,0,1,14,0,12,0,14,15,0,12,0,44,142,0,1,0,1,14,0,12,0,14,15,0,12,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,616,2,0.0,0,0,0,0.0,0.0,0,0,3,2,2,47,10,0,0,27,67,0.916667,0.705009,380,380,33,3,0.705009,380,0,0,0,0,0,159,600,0,19,0,19,40,0,35,4,40,70,0,35,4,159,600,0,19,0,19,40,0,35,4,40,70,0,35,4,0,0,23,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,2,1
15,1,190,2,0.0,0,0,0,0.0,0.0,0,0,5,1,1,19,4,0,0,13,28,0.8,0.605096,95,95,12,3,0.605096,95,0,0,0,0,0,62,176,0,8,0,8,15,0,14,1,15,26,0,14,1,62,176,0,8,0,8,15,0,14,1,15,26,0,14,1,0,0,9,1,3,0,0,0,0,0,0,1,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8,1,22,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,3,3,1,1,6,9,0.0,0.0,0,0,0,2,0.0,0,1,1,0,0,1,13,15,6,0,0,0,3,0,1,0,8,3,0,4,0,13,15,6,0,0,0,3,0,1,0,8,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,53,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,9,2,8,7,5,12,0.0,0.0,0,0,0,5,0.0,0,0,0,2,2,0,34,45,6,0,6,0,7,0,4,0,7,13,0,4,0,34,45,6,0,6,0,7,0,4,0,7,13,0,4,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,1,31,2,0.0,0,0,0,0.0,0.0,0,0,0,2,2,5,4,3,5,2,3,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,20,23,2,1,2,1,1,0,1,0,1,8,0,1,0,20,23,2,1,2,1,1,0,1,0,1,8,0,1,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
15,1,50,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,9,5,4,4,13,17,0.0,0.0,0,0,0,3,0.0,0,1,1,0,0,1,29,36,7,0,1,0,4,0,2,1,9,12,0,5,1,29,36,7,0,1,0,4,0,2,1,9,12,0,5,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
18,1,66,2,0.26900599999999997,1,3,1,0.20408199999999999,0.243902,10,10,2,2,2,9,5,1,0,9,11,0.0,0.0,0,0,0,3,0.0,0,0,0,0,0,0,41,49,0,0,0,0,2,0,2,0,2,19,0,2,0,41,49,0,0,0,0,2,0,2,0,2,19,0,2,0,0,0,19,0,5,0,0,0,0,11,0,1,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
