wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,ndpv,max(cc),avg(cc),bugs,label
2,3,0,9,8,1,0,9,2,2,25,0,0,0.85714287,0.625,1,1,11.5,0,0,0,0,1,0.5,0,0
2,4,16,28,18,1,16,12,1,1,95,0,0,0.96666664,0.5714286,0,0,45.5,0,0,0,0,6,3,0,0
4,1,0,10,11,4,9,1,2,0.8333333,66,0.5,0,0,0.33333334,1,1,15,0,0,0,0,9,2.75,0,0
6,6,0,21,25,3,0,21,1,0.8666667,93,0,0,0.84,0.73333335,2,3,14,0,0,0,0,1,0.6666667,0,0
0,1,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,9,9,3,0,9,3,2,45,0,0,0,0.5833333,0,0,14,0,0,0,0,3,1.6666666,0,0
5,6,0,8,14,8,0,8,1,1,45,0,0,0.875,0.5,3,3,7.4,0,0,0,0,1,0.6,0,0
23,4,0,29,122,181,0,29,4,0.93048126,1349,0.8235294,2,0.74390244,0.31060606,2,3,56.913044,0,0,0,0,4,1.1304348,0,0
2,3,0,13,16,1,0,13,2,2,74,0,0,0.85714287,0.625,1,1,36,0,0,0,0,1,0.5,0,0
1,1,0,1,5,0,0,1,0,2,19,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
3,1,0,33,54,1,2,31,1,0.8333333,395,0.33333334,0,0,0.5,0,0,129.66667,0,0,0,0,1,0.33333334,0,0
17,4,1,24,143,132,3,21,3,0.96875,703,0,0,0.65909094,0.625,2,4,40.117645,0,0,0,1,1,0.88235295,0,0
3,4,0,1,4,3,0,1,1,2,10,0,0,0.8,1,1,1,2.3333333,0,0,0,0,1,0.6666667,0,0
0,1,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,59,70,57,180,60,10,16,0.9375,382,0.5,1,0,0.5375,0,0,17,0,0,0,0,7,1.9523809,0,0
5,6,7,17,35,8,7,10,1,0.875,211,0.5,0,0.9444444,0.4,2,2,40.8,1,1,17,0,16,4.2,0,0
2,1,0,13,6,1,11,2,2,2,28,0,0,0,0.75,0,0,13,0,0,0,0,2,1,0,0
2,2,0,18,24,1,0,18,2,2,91,0,0,0.8,0.6666667,1,1,44.5,0,0,0,0,1,0.5,0,0
2,3,0,13,15,1,0,13,2,2,127,0,0,0.85714287,0.625,1,1,62.5,0,0,0,0,1,0.5,0,0
3,2,0,3,17,1,0,3,2,1.5,125,1,0,0.6666667,0.44444445,0,0,40.333332,0,0,0,0,4,1.6666666,0,0
4,6,0,23,31,4,1,22,3,1,109,0,0,0.96428573,0.5555556,5,11,25.5,0,0,0,0,1,0.5,0,0
4,6,0,9,13,4,0,9,1,1,45,0,0,0.9166667,0.5555556,2,2,9.5,0,0,0,0,1,0.5,0,0
6,8,0,15,23,15,0,15,1,1.0666667,128,0,0,0.9166667,0.4,3,10,19.833334,0,0,0,0,1,0.6666667,0,0
30,1,0,26,124,151,18,8,27,0.90689653,1191,0.6,0,0,0.27586207,0,0,38.366665,0,0,0,0,10,2.0333333,0,0
3,2,0,6,7,3,0,6,1,2,22,0,0,0.6666667,0.5555556,1,1,6.3333335,0,0,0,0,1,0.6666667,0,0
20,1,0,37,90,190,17,20,16,1.0300752,1357,0.2857143,0,0,0.18214285,0,0,66.5,0,0,0,0,21,6.4,0,0
5,4,0,9,12,10,0,9,1,2,38,0,0,0.875,0.55,2,3,6.6,0,0,0,0,1,0.8,0,0
2,3,0,15,21,1,0,15,2,1,117,0,0,0.85714287,0.625,1,1,57,0,0,0,0,1,0.5,0,0
7,1,0,6,13,19,3,6,7,0.8333333,65,0.5,1,0,0.42857143,0,0,8,0,0,0,0,3,1.1428572,0,0
2,3,0,13,15,1,0,13,2,2,117,0,0,0.85714287,0.625,1,1,57.5,0,0,0,0,1,0.5,0,0
3,2,0,7,14,3,0,7,2,0.5,57,0,0,0.875,0.5555556,0,0,17.666666,0,0,0,1,3,1.3333334,0,0
4,5,0,19,40,4,0,19,2,0.76666665,619,0.2,0,0.95238096,0.5555556,1,2,151.25,0,0,0,0,15,4.25,0,0
2,1,0,10,25,1,0,10,2,1.5,116,0,0,0,0.625,0,0,56,0,0,0,0,5,2.5,0,0
1,1,0,0,5,0,0,0,0,2,19,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
10,1,0,41,111,43,5,36,8,0.962963,1260,0.33333334,0,0,0.16666667,0,0,124.7,0,0,0,2,29,3.6,3,1
6,5,0,18,29,15,0,18,1,0.92,185,0.2,0,0.85714287,0.41666666,2,2,29,0,0,0,0,7,2,0,0
6,6,0,16,24,3,0,16,1,0.8666667,103,0,0,0.84,0.73333335,2,3,15.666667,0,0,0,0,1,0.6666667,1,1
5,6,0,14,60,8,0,14,2,0.9375,248,0.25,0,0.95238096,0.36666667,3,8,47.8,0,0,0,0,5,2,0,0
10,4,1,26,80,33,2,24,3,0.8888889,1076,0,0,0.7714286,0.29166666,1,1,106.2,0,0,0,0,1,0.8,1,1
4,4,0,26,84,4,0,26,3,1,469,0,0,0.9310345,0.5555556,2,2,115.5,0,0,0,0,1,0.5,1,1
10,1,0,8,36,5,5,3,10,0.7916667,284,0.5,0,0,0.475,0,0,26.6,0,0,0,0,3,2.3,0,0
5,4,0,20,72,4,1,19,4,0.9166667,352,0,0,0.9,0.5,3,3,68.8,0,0,0,0,1,0.6,2,1
15,2,0,37,114,25,1,37,2,0.97619045,1778,0.73333335,0,0.5185185,0.26190478,1,1,114.53333,0,0,0,2,17,4.133333,0,0
1,6,0,1,2,0,0,1,1,2,8,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0
2,2,0,9,14,1,0,9,2,2,71,0,0,0.8,0.6666667,1,1,34.5,0,0,0,0,5,2.5,1,1
7,4,1,27,54,19,2,25,3,1,335,0,0,0.85294116,0.5,2,2,46.142857,0,0,0,0,1,0.71428573,1,1
2,3,0,8,10,1,0,8,2,2,37,0,0,0.85714287,0.625,1,1,17.5,0,0,0,0,1,0.5,0,0
5,6,0,12,18,4,0,12,1,0.9166667,67,0,0,0.875,0.6666667,2,3,11.8,0,0,0,0,1,0.6,0,0
1,1,0,0,5,0,0,0,0,2,24,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
7,1,0,24,7,21,20,4,7,2,7,0,0,0,0.5714286,0,0,0,0,0,0,1,1,1,0,0
3,2,0,6,13,1,1,5,3,0.16666667,85,0.6666667,1,0.9,0.5,0,0,26.333334,0,0,0,0,4,1.6666666,0,0
3,1,0,17,32,1,0,17,3,0.8333333,189,0,0,0,0.7777778,0,0,61,0,0,0,0,5,2.3333333,0,0
2,3,0,14,14,1,0,14,2,2,41,0,0,0.85714287,0.625,1,1,19.5,0,0,0,0,1,0.5,0,0
18,1,0,116,84,137,76,40,16,0.98663104,1091,0.045454547,0,0,0.11312217,0,0,58.38889,0,0,0,3,12,3.7222223,1,1
29,5,30,87,78,400,57,30,8,0.99725276,632,0.30769232,0,0.675,0.17142858,0,0,20.344828,0,0,0,0,15,2.310345,0,0
3,4,0,33,46,3,1,33,2,1,201,0,0,0.875,0.44444445,1,1,65.666664,0,0,0,1,2,1,0,0
3,3,0,21,19,1,0,21,2,0.8333333,111,0.33333334,0,0.875,0.6666667,1,1,35,0,0,0,0,1,0.33333334,0,0
2,3,0,13,11,1,0,13,2,2,36,0,0,0.85714287,0.625,1,1,17,0,0,0,0,1,0.5,0,0
4,6,0,19,32,4,2,17,3,1,136,0,0,0.96428573,0.5555556,5,11,32.25,0,0,0,0,1,0.5,0,0
2,3,0,22,19,1,0,22,2,2,104,0,0,0.85714287,0.625,1,1,51,0,0,0,0,1,0.5,0,0
11,6,3,23,41,43,3,20,1,0.9,226,0,0,0.7096774,0.4,2,5,19.181818,0,0,0,1,3,1,0,0
0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,13,26,4,0,13,3,0.8333333,141,0.5,0,0.94285715,0.73333335,1,3,33.75,0,0,0,0,5,1.5,0,0
2,3,0,18,27,1,0,18,2,1,135,0,0,0.85714287,0.625,1,1,66,0,0,0,0,1,0.5,0,0
5,4,0,16,19,10,0,16,1,1,78,0,0,0.875,0.55,2,3,14.4,0,0,0,0,4,1.4,0,0
3,3,0,4,11,3,0,4,1,2,77,0,0,0.9459459,0.5555556,1,2,24.666666,0,0,0,0,2,1,0,0
3,3,0,5,23,1,0,5,2,0.75,110,0.5,0,0.9722222,0.6,0,0,35,0,0,0,0,5,1.6666666,0,0
2,3,0,24,35,1,0,24,2,1,178,0,0,0.85714287,0.625,1,1,87.5,0,0,0,0,1,0.5,0,0
5,5,0,18,35,0,0,18,1,0.8636364,392,0.36363637,0,0.90697676,0.53333336,2,4,75.2,0,0,0,0,1,0.8,2,1
4,7,0,6,13,4,0,6,1,1,43,0,0,0.93333334,0.6666667,2,2,9,0,0,0,1,2,0.75,0,0
5,6,0,21,24,4,0,21,1,0.9166667,81,0,0,0.875,0.6666667,2,3,14.6,0,0,0,0,1,0.6,3,1
3,4,0,4,11,3,0,4,2,1.5,35,0,0,0.95,0.6666667,2,3,10.333333,0,0,0,0,2,1,0,0
2,3,0,3,4,1,0,3,1,2,8,0,0,0.8333333,1,1,1,3,0,0,0,0,1,0.5,0,0
3,3,0,2,18,1,0,2,2,2,112,0,0,0.85714287,0.5,1,2,36.333332,0,0,0,0,2,1,0,0
5,3,2,10,16,8,2,8,3,0.8333333,70,0.33333334,0,0.8888889,0.5,1,1,12.4,0,0,0,0,2,1,0,0
3,4,0,1,4,3,0,1,1,2,10,0,0,0.9512195,1,2,3,2.3333333,0,0,0,0,1,0.6666667,0,0
2,8,0,1,3,1,0,1,2,2,7,0,0,0.9886364,1,1,1,2.5,0,0,0,0,1,0.5,0,0
0,1,0,0,0,0,0,0,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,0,2,17,1,0,2,3,2,56,0,0,0.85714287,0.5,1,1,17.666666,0,0,0,0,2,1,0,0
8,1,0,34,34,24,13,21,6,0.9285714,291,0.16666667,0,0,0.4642857,0,0,34.625,0,0,0,0,6,2.75,0,0
1,1,0,0,5,0,0,0,0,2,20,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0,20,44,4,2,18,3,0.8666667,272,0.4,0,0.93939394,0.5,2,4,65.75,0,0,0,1,1,0.5,0,0
11,1,0,52,230,53,2,50,1,0.94,1200,0.2,0,0,0.2,0,0,107.63636,0,0,0,2,5,1.3636364,0,0
