Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Android Rules,Basic Rules,Brace Rules,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,Design Rules,Documentation Metric Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Vulnerability Rules,Number of bugs,label
11,1,58,2,0.307692,1,3,1,0.270833,0.28947399999999995,13,11,1,1,1,8,2,4,2,5,9,0.2,0.10256400000000002,4,4,1,4,0.0952381,4,0,0,4,4,0,35,45,1,2,1,2,4,0,4,0,4,19,0,4,0,38,48,4,2,4,2,4,3,4,0,4,19,3,4,0,0,2,24,1,6,0,1,4,0,11,0,0,0,0,0,0,0,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
33,1,75,2,0.0,0,0,0,0.0,0.0,0,0,1,4,3,6,1,0,0,0,1,0.5,0.0952381,4,4,1,1,0.0952381,4,1,1,0,0,1,38,43,2,0,2,0,1,0,1,0,1,15,0,1,0,38,43,2,0,2,0,1,0,1,0,1,15,0,1,0,0,0,5,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
32,1,43,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,2,1,0,0,0,2,0.333333,0.28571399999999997,4,4,1,2,0.28571399999999997,4,1,1,0,0,1,10,12,0,0,0,0,2,0,2,0,2,1,0,2,0,10,12,0,0,0,0,2,0,2,0,2,1,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,92,2,0.22754499999999997,2,10,2,0.213115,0.288889,13,13,1,3,3,12,2,0,0,4,6,1.0,0.274194,17,17,2,0,0.274194,17,0,0,0,0,0,45,61,0,0,0,0,2,0,1,0,2,25,0,1,0,45,61,0,0,0,0,2,0,1,0,2,25,0,1,0,0,1,13,0,2,0,0,2,0,11,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,44,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,1,1,1,0,1,0.5,0.235294,4,4,1,1,0.235294,4,0,0,0,0,0,13,16,2,0,2,0,1,1,1,0,1,1,1,1,0,13,16,2,0,2,0,1,1,1,0,1,1,1,1,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
34,1,209,2,0.0,0,0,0,0.0,0.0,0,0,6,2,2,29,4,1,0,3,19,0.0588235,0.0263158,4,4,1,16,0.0263158,4,1,1,0,0,1,148,176,6,5,5,5,16,1,16,5,16,73,2,16,5,148,176,6,5,5,5,16,1,16,5,16,73,2,16,5,0,0,41,0,23,0,0,17,0,0,0,1,0,0,0,0,0,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0
34,1,188,2,0.137931,1,2,2,0.16129000000000002,0.17647100000000002,25,18,9,0,0,9,5,0,0,14,23,0.1,0.0377358,4,4,1,9,0.0377358,4,0,0,0,0,0,102,155,0,0,0,0,9,0,9,0,9,81,0,9,0,102,155,0,0,0,0,9,0,9,0,9,81,0,9,0,0,0,36,0,1,0,0,0,0,14,0,1,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1,94,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,5,1,0,0,1,2,0.5,0.538462,28,25,1,1,0.538462,28,0,0,0,0,0,24,38,0,0,0,0,1,0,1,0,1,13,0,1,0,24,38,0,0,0,0,1,0,1,0,1,13,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,1,50,2,0.0,0,0,0,0.0,0.0,0,0,0,1,1,4,0,11,8,0,2,0.0,0.0,0,0,0,3,0.0,0,0,0,0,0,0,22,29,3,2,3,2,2,3,2,0,2,12,3,2,0,22,29,3,2,3,2,2,3,2,0,2,12,3,2,0,0,0,11,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
30,1,46,2,0.0,0,0,0,0.0,0.0,0,0,4,0,0,4,4,5,0,0,4,0.2,0.3,6,6,1,4,0.3,6,2,3,18,18,3,14,17,0,0,0,0,4,0,4,0,4,0,0,4,0,14,17,0,0,0,0,4,0,4,0,4,0,0,4,0,0,0,12,4,4,0,0,0,0,0,0,1,0,0,0,0,0,8,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1,783,2,0.107993,3,12,6,0.09655169999999999,0.12065799999999999,70,66,4,5,5,119,28,133,216,42,95,0.1,0.0825853,46,26,5,45,0.0788591,47,1,1,0,0,1,511,677,29,17,28,16,53,2,49,3,59,283,2,55,3,549,725,30,17,29,16,57,2,52,3,63,305,2,58,3,0,4,180,7,93,0,2,68,0,38,0,1,0,8,0,4,0,22,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,16,6,1,0,0,0,0,0
22,1,41,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,4,1,1,3,2,5,0.333333,0.166667,3,3,1,2,0.166667,3,0,0,0,0,0,15,20,0,0,0,0,3,0,2,0,3,4,0,2,0,15,20,0,0,0,0,3,0,2,0,3,4,0,2,0,0,1,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,92,2,0.0,0,0,0,0.0,0.0,0,0,1,3,2,16,4,2,2,8,13,0.0,0.0909091,5,0,0,6,0.0909091,5,0,0,0,0,0,50,63,1,0,1,0,5,0,5,0,5,25,0,5,0,50,63,1,0,1,0,5,0,5,0,5,25,0,5,0,0,6,11,0,7,0,0,0,0,0,0,0,0,0,1,0,0,7,11,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
