wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,ndpv,max(cc),avg(cc),bugs,label
13,3,0,28,76,78,0,28,8,0.9027778,702,0.083333336,0,0.6666667,0.29807693,1,1,52.076923,0,0,0,0,9,1.8461539,0,0
2,3,1,23,30,1,1,22,2,1,183,0,0,0.9583333,0.6,0,0,88,2,2,8,0,7,3.5,0,0
2,4,0,27,27,1,0,27,2,2,228,1,0,0.9166667,0.625,1,1,112.5,0,0,0,0,1,0.5,0,0
5,4,0,7,30,8,2,5,1,0.9375,297,0,0,0.9166667,0.375,1,2,57.6,0,0,0,0,2,0.8,0,0
3,3,5,13,8,3,5,8,2,2,32,0,0,0.75,0.5,1,1,9.666667,0,0,0,0,3,1.3333334,0,0
7,4,0,15,34,7,0,15,5,0.875,212,0,0,0.8717949,0.6111111,3,4,28.714285,0,0,0,0,2,0.85714287,0,0
2,1,0,4,9,0,1,4,1,0,37,0,1,0,0.625,0,0,17,0,0,0,0,2,1,0,0
4,2,0,4,8,0,1,4,4,0.5,32,0.5,2,0.90909094,0.5,0,0,6.5,0,0,0,0,1,0.5,0,0
1,1,0,1,5,0,0,1,0,2,16,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
3,6,0,1,6,3,0,1,1,2,29,0,0,0.98214287,1,1,2,8.666667,0,0,0,0,1,0.6666667,0,0
4,3,0,5,16,4,0,5,3,0.8888889,66,0.33333334,0,0.9130435,0.6666667,1,2,14.75,0,0,0,0,2,0.75,0,0
7,4,0,27,46,13,2,25,5,0.9166667,270,0,0,0.8717949,0.6111111,3,5,37,0,0,0,0,2,0.85714287,0,0
5,4,0,9,15,10,0,9,1,2,46,0,0,0.7647059,0.36,2,4,8.2,2,2,20,0,1,0.8,0,0
2,3,0,24,17,1,0,24,2,2,105,0,0,0.85714287,0.6,1,1,51.5,2,2,6,0,6,3,0,0
3,6,0,1,5,3,0,1,1,2,11,0,0,0.9814815,1,1,2,2.6666667,0,0,0,0,1,0.6666667,0,0
6,4,0,33,98,3,1,33,4,0.8833333,606,0.6666667,0,0.9425287,0.2777778,1,5,98,0,0,0,0,8,5,0,0
2,3,0,1,7,1,0,1,1,1,64,0,0,0.96666664,0.6666667,1,1,30,0,0,0,0,1,0.5,0,0
2,3,0,19,19,1,0,19,2,2,90,0,0,0.85714287,0.6,1,1,44,2,1,68,0,5,2.5,0,0
4,5,0,15,21,4,0,15,1,1,76,0,0,0.9230769,0.5555556,2,2,17.25,2,2,8,0,1,0.5,0,0
6,1,0,2,7,11,1,2,4,0.8,33,0.6666667,1,0,0.36666667,0,0,4,0,0,0,0,1,0.6666667,0,0
7,6,0,5,14,21,0,5,2,2,47,0,0,0.9464286,0.5714286,2,3,5.714286,0,0,0,0,1,0.85714287,0,0
2,3,0,1,10,1,0,1,1,1,88,0,0,0.96666664,0.6666667,1,1,42,0,0,0,0,1,0.5,0,0
1,1,0,6,3,0,4,2,0,2,205,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0
1,1,0,1,5,0,0,1,0,2,22,0,0,0,0,0,0,12,1,1,19,0,0,0,0,0
2,3,0,16,11,1,0,16,2,2,50,0,0,0.85714287,0.6,1,1,24,2,2,6,0,5,2.5,0,0
2,2,0,12,12,1,0,12,2,2,44,0,0,0.8,0.6666667,1,1,21,0,0,0,0,1,0.5,0,0
8,4,0,17,25,28,1,16,5,1.0178572,166,0.25,0,0.8181818,0.47619048,1,2,18.75,0,0,0,0,4,1.375,0,0
2,4,0,31,35,1,0,31,2,2,266,0,0,0.9166667,0.625,2,2,132,0,0,0,0,1,0.5,0,0
0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,11,13,1,0,11,2,2,53,0,0,0.8,0.6666667,1,1,25.5,0,0,0,0,1,0.5,0,0
4,1,0,58,154,6,0,58,1,1,1603,0,0,0,0.33333334,0,0,395.25,0,0,0,0,1,0.75,0,0
2,3,0,1,10,1,0,1,1,1,88,0,0,0.96666664,0.6666667,1,1,42,0,0,0,0,1,0.5,0,0
10,1,0,73,35,43,61,12,4,0.8888889,182,0,0,0,0.14285715,0,0,16.8,1,1,2,0,4,1.7,2,1
2,3,0,9,10,1,0,9,2,2,28,0,0,0.9583333,0.6666667,2,2,13,0,0,0,0,1,0.5,0,0
4,3,0,13,24,0,0,13,2,0.5,175,0.5,0,0.9,0.53333336,0,0,42.25,0,0,0,0,3,1,2,1
24,1,2,9,50,140,2,7,2,0.84615386,437,0.84615386,0,0,0.33695653,0,0,16.666666,3,3,62,0,4,1.25,0,0
4,1,0,39,104,6,0,39,1,1,880,0,0,0,0.33333334,0,0,215.75,0,0,0,0,1,0.75,0,0
3,3,0,12,15,1,0,12,2,0.8333333,96,1,0,0.85714287,0.6,1,1,30,0,0,0,0,11,3.6666667,0,0
2,1,0,3,5,0,1,3,2,0.33333334,30,0.6666667,1,0,0.625,0,0,12.5,0,0,0,0,1,0.5,0,0
6,5,0,13,18,9,0,13,2,0.93333334,71,0,0,0.85714287,0.6,3,3,10.333333,0,0,0,0,1,0.6666667,0,0
5,5,0,12,16,8,0,12,2,1,48,0,0,0.8888889,0.4,3,3,8,0,0,0,0,1,0.6,0,0
