wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,ndpv,max(cc),avg(cc),bugs,label
47,2,0,6,48,1081,0,6,47,2,142,0,0,0.67375886,0.16312057,0,0,2.0212767,0,0,0,0,1,0.9787234,0,0
2,3,0,22,30,1,0,22,2,2,217,0,0,0.85714287,0.625,1,1,107.5,0,0,0,0,25,12.5,0,0
17,3,20,54,148,12,23,31,13,0.8125,1384,0.33333334,0,0.72727275,0.25,2,3,80.05882,7,5,56,1,16,2.764706,0,0
4,2,0,31,66,4,0,31,2,0.82051283,670,0.23076923,0,0.9047619,0.5555556,0,0,163.25,1,1,14,0,10,2.75,0,0
2,3,0,13,19,1,0,13,2,2,87,0,0,0.85714287,0.625,1,1,42.5,2,2,14,0,1,0.5,0,0
6,5,0,23,32,9,5,18,5,0.93333334,138,0,0,0.9230769,0.73333335,4,8,21.5,0,0,0,0,1,0.6666667,0,0
2,3,0,15,22,1,0,15,2,2,140,0,0,0.85714287,0.625,1,1,69,2,1,9,0,1,0.5,0,0
2,3,0,25,20,1,0,25,2,2,167,0,0,0.85714287,0.625,1,1,82.5,0,0,0,0,4,2,0,0
2,3,0,12,18,1,0,12,2,2,79,0,0,0.85714287,0.625,1,1,38.5,1,1,0,0,6,3,0,0
7,4,0,43,77,21,0,43,2,1.1666666,1084,1,0,0.73913044,0.2857143,1,2,153.57143,6,4,133,2,6,1.5714285,0,0
2,3,0,14,11,1,0,14,2,2,46,0,0,0.85714287,0.625,1,1,22,1,1,19,1,6,3,0,0
2,2,1,11,14,0,2,9,1,0,64,1,0,0.75,0.6,1,1,30.5,0,0,0,0,5,2.5,0,0
4,2,105,113,10,6,105,8,3,1,36,0,0,0.6666667,0.5833333,1,1,7.5,0,0,0,0,1,0.5,0,0
4,5,0,29,41,4,1,28,3,1,165,0,0,0.96,0.5555556,4,8,39.5,0,0,0,0,1,0.5,0,0
4,6,0,9,13,4,0,9,1,1,43,0,0,0.9130435,0.5555556,2,2,9,0,0,0,0,1,0.5,0,0
2,3,0,7,8,1,0,7,2,2,29,0,0,0.85714287,0.625,1,1,13.5,0,0,0,0,2,1,0,0
1,1,0,1,5,0,0,1,0,2,18,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
2,3,0,7,8,1,0,7,2,2,30,0,0,0.85714287,0.6666667,1,1,14,0,0,0,0,2,1,0,0
4,4,0,17,27,4,1,16,3,1,129,0,0,0.96428573,0.5555556,3,7,30.5,4,2,13,0,1,0.5,0,0
