Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Android Rules,Basic Rules,Brace Rules,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,Design Rules,Documentation Metric Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Vulnerability Rules,Number of bugs,label
57,1,376,2,0.0,0,0,0,0.0,0.0,0,0,3,3,3,47,41,91,80,51,76,0.10526300000000001,0.139098,37,16,2,17,0.139098,37,0,0,0,0,0,229,320,24,7,24,7,25,13,18,2,25,118,13,18,2,229,320,24,7,24,7,25,13,18,2,25,118,13,18,2,0,2,65,6,40,0,1,0,0,0,0,1,0,0,0,5,0,30,49,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,10,4,0,0,0,0,2,1
9,1,83,2,0.0,0,0,0,0.0,0.0,0,0,9,2,2,19,3,0,0,2,19,0.0,0.0,0,0,0,17,0.0,0,0,0,0,0,0,57,75,0,0,0,0,17,0,16,7,17,20,0,16,7,57,75,0,0,0,0,17,0,16,7,17,20,0,16,7,0,0,40,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
13,1,154,2,0.0,0,0,0,0.0,0.0,0,0,11,0,0,14,7,0,0,8,22,0.923077,0.65625,84,84,12,1,0.65625,84,0,0,0,0,0,44,142,0,1,0,1,14,0,12,0,14,15,0,12,0,44,142,0,1,0,1,14,0,12,0,14,15,0,12,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,584,2,0.0,0,0,0,0.0,0.0,0,0,3,2,2,45,9,0,0,24,60,0.96875,0.697446,355,355,31,1,0.697446,355,0,0,0,0,0,154,569,0,17,0,17,36,0,31,4,36,74,0,31,4,154,569,0,17,0,17,36,0,31,4,36,74,0,31,4,0,0,19,0,11,0,0,2,0,0,0,1,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0
15,1,178,2,0.0,0,0,0,0.0,0.0,0,0,4,1,1,16,4,0,0,11,24,0.923077,0.641892,95,95,12,1,0.641892,95,0,0,0,0,0,53,164,0,7,0,7,13,0,12,1,13,22,0,12,1,53,164,0,7,0,7,13,0,12,1,13,22,0,12,1,0,0,5,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9,1,29,2,0.0,0,0,0,0.0,0.0,0,0,2,0,0,3,3,0,0,3,6,0.666667,0.526316,10,10,2,1,0.526316,10,0,0,0,0,0,9,21,0,0,0,0,3,0,2,0,3,2,0,2,0,9,21,0,0,0,0,3,0,2,0,3,2,0,2,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,53,2,0.489583,4,21,4,0.5,0.5862069999999999,22,17,1,1,1,7,1,1,0,0,2,0.5,0.216216,8,8,1,1,0.216216,8,0,0,0,0,0,29,44,5,0,5,0,2,5,1,0,2,12,5,1,0,29,44,5,0,5,0,2,5,1,0,2,12,5,1,0,0,0,21,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0
8,1,22,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,3,3,1,1,5,8,0.0,0.0,0,0,0,2,0.0,0,1,1,0,0,1,13,15,5,0,0,0,3,0,1,0,8,3,0,4,0,13,15,5,0,0,0,3,0,1,0,8,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,51,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,9,2,8,7,5,12,0.0,0.0,0,0,0,5,0.0,0,0,0,2,2,0,32,43,5,0,5,0,7,0,4,0,7,12,0,4,0,32,43,5,0,5,0,7,0,4,0,7,12,0,4,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,29,2,0.0,0,0,0,0.0,0.0,0,0,0,2,2,5,4,3,5,2,3,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,20,23,2,1,2,1,1,0,1,0,1,8,0,1,0,20,23,2,1,2,1,1,0,1,0,1,8,0,1,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
10,1,34,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,5,4,4,4,7,11,0.0,0.0,0,0,0,3,0.0,0,1,1,0,0,1,20,25,6,0,1,0,4,0,2,1,9,6,0,5,1,20,25,6,0,1,0,4,0,2,1,9,6,0,5,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
19,1,66,2,0.287425,1,3,1,0.208333,0.25,10,10,2,2,2,9,5,1,0,8,10,0.0,0.0,0,0,0,3,0.0,0,0,0,0,0,0,40,48,0,0,0,0,2,0,2,0,2,19,0,2,0,40,48,0,0,0,0,2,0,2,0,2,19,0,2,0,0,0,19,0,5,0,0,0,0,11,0,1,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8,1,29,2,0.0,0,0,0,0.0,0.0,0,0,3,0,0,5,4,1,0,5,9,0.0,0.05,1,0,0,1,0.05,1,1,1,0,0,1,19,22,2,0,0,0,4,0,0,0,6,5,0,2,0,19,22,2,0,0,0,4,0,0,0,6,5,0,2,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,29,2,0.0,0,0,0,0.0,0.0,0,0,3,0,0,5,4,1,0,5,9,0.0,0.05,1,0,0,1,0.05,1,1,1,0,0,1,19,22,2,0,0,0,4,0,0,0,6,5,0,2,0,19,22,2,0,0,0,4,0,0,0,6,5,0,2,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,113,2,0.22813699999999998,1,8,2,0.22449000000000002,0.227848,22,18,1,3,3,22,6,1,0,17,20,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,79,98,0,0,0,0,3,0,1,0,3,48,0,1,0,79,98,0,0,0,0,3,0,1,0,3,48,0,1,0,0,3,22,0,3,0,0,0,0,12,0,0,0,1,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,36,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,4,3,1,0,4,6,0.0,0.0,0,0,0,3,0.0,0,0,0,0,0,0,18,21,0,0,0,0,2,0,2,0,2,6,0,2,0,18,21,0,0,0,0,2,0,2,0,2,6,0,2,0,0,0,8,0,4,0,0,0,0,0,0,1,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,33,2,0.0,0,0,0,0.0,0.0,0,0,3,0,0,4,5,1,0,9,13,0.0,0.0,0,0,0,1,0.0,0,1,1,0,0,1,22,26,2,0,0,0,4,0,0,0,6,8,0,2,0,22,26,2,0,0,0,4,0,0,0,6,8,0,2,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,141,2,0.0,0,0,0,0.0,0.0,0,0,2,6,3,26,7,1,0,13,16,0.0,0.0666667,7,0,0,3,0.0666667,7,0,0,0,0,0,98,121,1,0,1,0,3,0,2,0,3,58,0,2,0,98,121,1,0,1,0,3,0,2,0,3,58,0,2,0,0,7,15,2,5,0,0,0,0,0,0,1,0,3,0,1,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
20,1,69,2,0.0,0,0,0,0.0,0.0,0,0,2,2,2,6,4,1,0,3,5,0.0,0.0454545,2,0,0,3,0.0454545,2,0,0,0,0,0,42,50,1,0,1,0,2,0,2,0,2,14,0,2,0,42,50,1,0,1,0,2,0,2,0,2,14,0,2,0,0,2,8,1,6,0,0,0,0,0,0,1,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,1,84,2,0.244898,1,3,1,0.151515,0.18867899999999999,10,10,2,2,2,14,3,3,0,6,12,0.0,0.0,0,0,0,3,0.0,0,0,0,3,3,0,53,66,2,0,2,0,6,0,2,0,6,26,0,2,0,53,66,2,0,2,0,6,0,2,0,6,26,0,2,0,0,0,27,0,5,0,0,0,0,11,0,1,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20,1,101,2,0.0,0,0,0,0.0,0.0,0,0,2,3,2,16,6,1,1,14,17,0.0,0.0,0,0,0,4,0.0,0,0,0,0,0,0,68,82,1,0,1,0,3,0,3,0,3,35,0,3,0,68,82,1,0,1,0,3,0,3,0,3,35,0,3,0,0,1,12,0,13,0,0,0,0,0,0,1,0,1,0,1,0,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,295,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,201,2,28,134,1,200,0.08585860000000001,0.0818966,19,19,17,181,0.0818966,19,2,2,0,0,1,213,293,5,197,1,197,199,0,197,0,206,201,0,201,0,213,293,5,197,1,197,199,0,197,0,206,201,0,201,0,0,1,381,0,10,0,0,0,0,0,0,0,0,1,0,1,0,6,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,4,1
17,1,128,2,0.0,0,0,0,0.0,0.0,0,0,1,6,5,21,3,3,3,5,8,0.0,0.10526300000000001,10,0,0,3,0.10526300000000001,10,1,1,3,3,1,85,112,4,0,0,0,3,0,2,0,8,54,0,4,0,85,112,4,0,0,0,3,0,2,0,8,54,0,4,0,0,0,16,9,3,0,0,0,0,0,0,0,0,5,0,0,0,1,9,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,0,2,2,0,1,0,0,0,0
14,1,298,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,143,6,70,156,5,139,0.21969699999999998,0.178571,40,40,29,103,0.178571,40,2,2,0,0,1,184,285,5,127,1,127,134,0,131,5,141,154,0,135,5,184,285,5,127,1,127,134,0,131,5,141,154,0,135,5,0,2,231,0,62,0,0,0,0,0,0,0,0,1,0,1,0,8,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,12,0,1,0,0,0,4,1
15,1,93,2,0.0,0,0,0,0.0,0.0,0,0,1,3,3,13,1,12,11,1,6,0.0,0.0,0,0,0,3,0.0,0,0,0,9,12,0,66,79,4,0,4,0,5,0,2,0,5,32,0,2,0,66,79,4,0,4,0,5,0,2,0,5,32,0,2,0,0,2,13,6,4,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,1,54,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,9,1,9,12,0,7,0.0,0.0,0,0,0,8,0.0,0,0,0,0,0,0,40,48,7,3,7,3,7,0,7,0,7,15,0,7,0,40,48,7,3,7,3,7,0,7,0,7,15,0,7,0,0,3,18,0,24,0,0,0,0,0,0,0,0,0,0,0,0,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0
6,1,66,2,0.0,0,0,0,0.0,0.0,0,0,3,2,2,12,5,3,5,5,11,0.28571399999999997,0.296296,16,16,2,5,0.296296,16,0,0,0,0,0,38,61,1,2,1,2,6,0,6,1,6,17,0,6,1,38,61,1,2,1,2,6,0,6,1,6,17,0,6,1,0,0,10,6,11,0,0,0,0,0,0,1,0,0,0,0,0,9,9,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0
30,1,719,2,0.0,0,0,0,0.0,0.0,0,0,2,4,4,65,11,1,2,18,37,0.0,0.12954200000000002,82,6,0,12,0.128326,82,1,1,0,0,1,551,684,7,3,6,3,19,0,11,0,19,399,1,11,0,557,690,7,3,6,3,20,0,12,0,20,400,1,12,0,0,1,52,27,29,0,2,2,0,0,0,1,0,3,0,1,0,23,42,1,0,0,0,0,0,0,8,0,0,0,0,0,0,1,1,0,5,10,6,4,0,0,1,1
29,1,1188,2,0.228489,6,67,24,0.280172,0.33369699999999997,325,306,1,5,5,146,12,2,3,20,48,0.08333330000000001,0.10098,103,62,1,11,0.10098,103,1,1,0,0,1,917,1160,10,1,9,1,28,0,11,0,28,448,1,11,0,917,1160,10,1,9,1,28,0,11,0,28,448,1,11,0,0,15,186,39,29,0,3,0,0,109,0,0,0,9,0,2,0,39,55,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,11,2,20,14,0,0,1,1
45,1,352,2,0.0640835,2,8,3,0.103896,0.125,32,25,6,6,3,99,23,1,1,58,66,0.777778,0.239544,63,35,7,2,0.239544,63,0,0,0,0,0,200,308,1,0,1,0,8,0,8,0,8,121,0,8,0,200,308,1,0,1,0,8,0,8,0,8,121,0,8,0,0,0,38,0,9,0,3,0,0,13,0,1,0,6,0,5,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
