wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,ndpv,max(cc),avg(cc),bugs,label
4,5,0,11,18,4,1,10,3,1,67,0,0,0.9574468,0.5555556,2,4,15,0,0,0,0,1,0.5,0,0
1,1,0,0,5,0,0,0,0,2,22,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
7,6,0,11,26,21,0,11,1,1.0555556,106,0,0,0.84210527,0.5714286,2,2,13.714286,0,0,0,0,2,1.1428572,1,1
6,4,0,25,36,9,0,25,2,0.95,224,0,0,0.82608694,0.6,2,4,35.666668,0,0,0,0,1,0.6666667,0,0
2,3,0,10,17,1,0,10,2,1.5,112,0.5,0,0.85714287,0.625,1,1,54,0,0,0,0,19,9.5,1,1
2,3,0,11,20,1,0,11,2,2,107,0,0,0.85714287,0.625,1,1,52.5,0,0,0,0,7,3.5,4,1
7,5,0,21,27,9,0,21,2,0.8888889,126,0,0,0.8076923,0.6666667,2,4,16.571428,0,0,0,0,1,0.71428573,0,0
4,5,0,11,18,4,1,10,3,1,67,0,0,0.9574468,0.5555556,2,4,15,0,0,0,0,1,0.5,0,0
2,4,0,16,15,1,0,16,2,1,68,0,0,0.9285714,0.625,1,1,32,0,0,0,0,1,0.5,0,0
3,2,21,32,8,3,21,11,3,2,32,0,0,0.6666667,0.5555556,1,1,9.666667,0,0,0,0,1,0.6666667,0,0
4,5,0,3,9,6,1,2,1,1.1111112,32,0,0,0.92,1,2,2,6.25,0,0,0,0,1,0.5,0,0
2,4,0,18,16,1,0,18,2,1,118,0,0,0.9285714,0.625,1,1,56,0,0,0,0,1,0.5,0,0
6,5,0,14,29,13,0,14,3,0.95,115,0.25,0,0.9166667,0.43333334,1,2,17.5,0,0,0,0,3,1.1666666,0,0
2,1,0,50,2,1,48,2,2,2,2,0,0,0,0.75,0,0,0,0,0,0,0,1,1,0,0
3,4,0,11,19,1,0,11,2,0.75,59,0.5,0,0.9285714,0.625,1,1,18,0,0,0,0,1,0.33333334,1,1
5,5,0,10,17,10,0,10,1,1,88,0,0,0.9130435,0.7,2,3,16,0,0,0,0,5,1.6,0,0
3,3,13,21,21,1,13,8,2,0.75,83,0.5,0,0.95652175,0.75,2,2,26,0,0,0,0,1,0.33333334,0,0
2,1,0,8,6,1,1,7,2,2,16,0,0,0,0.625,0,0,7,0,0,0,0,1,0.5,0,0
6,5,0,24,31,9,0,24,2,0.96,135,0,0,0.8333333,0.6,3,4,20.666666,0,0,0,0,1,0.6666667,1,1
11,6,0,3,16,55,1,2,2,1.0333333,53,0,0,0.85714287,1,3,4,3.5454545,0,0,0,0,1,0.8181818,0,0
2,3,0,30,27,1,0,30,2,1,170,0,0,0.85714287,0.625,1,1,82.5,0,0,0,0,1,0.5,2,1
1,4,5,7,2,0,6,1,1,2,4,0,0,1,1,0,0,3,0,0,0,0,0,0,1,1
4,5,0,18,20,4,1,17,3,1,76,0,0,0.9310345,0.5555556,2,2,17.25,0,0,0,0,1,0.5,0,0
5,2,2,13,27,6,2,11,4,0.625,148,1,2,0.6,0.44444445,0,0,28.2,0,0,0,0,1,0.8,0,0
5,1,0,12,12,10,1,11,5,2,32,0,0,0,0.72,0,0,5.4,0,0,0,0,1,0.8,0,0
10,1,0,39,38,43,25,14,8,1.0222223,299,0.2,0,0,0.24691358,0,0,28.4,1,1,91,1,5,2.2,0,0
2,3,0,7,8,1,0,7,2,2,36,0,0,0.85714287,0.625,1,1,17,0,0,0,0,6,3,1,1
2,1,0,16,8,1,10,6,2,2,17,0,0,0,0.625,0,0,7.5,0,0,0,0,1,0.5,0,0
4,5,0,13,20,4,2,11,3,1,77,0,0,0.93333334,0.5555556,3,3,17.5,0,0,0,0,1,0.5,0,0
3,1,0,17,21,1,0,17,2,0.75,94,0.5,0,0,0.6666667,0,0,29,0,0,0,0,4,1.3333334,2,1
