wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,ndpv,max(cc),avg(cc),bugs,label
2,3,0,11,11,1,0,11,2,2,42,0,0,0.85714287,0.6,1,1,20,0,0,0,0,6,3,1,1
3,1,0,3,5,3,1,3,2,1,15,0,1,0,0.5555556,0,0,3.6666667,0,0,0,0,1,0.6666667,0,0
0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,0,23,26,1,0,23,2,2,287,0,0,0.9230769,0.625,1,1,142.5,0,0,0,0,1,0.5,1,1
2,4,0,10,9,1,0,10,2,2,31,0,0,0.9,0.6666667,1,1,14.5,0,0,0,0,1,0.5,0,0
4,6,0,29,59,4,0,29,4,1.2222222,363,0.6666667,0,0.97619045,0.41666666,1,2,89,3,3,77,0,3,1.25,0,0
3,2,2,16,16,3,2,14,2,2,56,0,0,0.6666667,0.5,1,1,17.666666,0,0,0,0,1,0.6666667,0,0
3,4,0,6,11,3,0,6,2,1,38,0,0,0.85714287,0.5555556,2,2,11.333333,0,0,0,0,3,1.3333334,0,0
9,3,0,16,38,24,0,16,8,0.9464286,235,0.5714286,0,0.82978725,0.2777778,2,6,24.333334,0,0,0,0,12,2.8888888,0,0
2,3,0,20,14,1,0,20,2,2,57,0,0,0.9583333,0.6666667,2,2,27.5,0,0,0,0,1,0.5,1,1
3,3,0,15,20,3,0,15,2,2,85,0,0,0.75,0.44444445,1,1,27.333334,0,0,0,0,6,3.3333333,1,1
3,4,0,7,7,3,0,7,1,2,19,0,0,0.84615386,0.6666667,2,2,5.3333335,0,0,0,0,1,0.6666667,0,0
5,6,0,9,15,8,0,9,1,1,46,0,0,0.9117647,0.5,3,5,7.6,0,0,0,0,1,0.6,0,0
2,4,0,15,14,1,0,15,2,2,63,0,0,0.8888889,0.6666667,2,2,30.5,0,0,0,0,1,0.5,0,0
