wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,ndpv,max(cc),avg(cc),bugs,label
4,5,0,52,8,6,42,10,2,2,22,0,0,0.88,0.5416667,2,3,4.5,0,0,0,0,1,0.75,0,0
5,2,0,6,12,10,0,6,1,1,39,0,0,0.6,0.4,1,2,6.6,0,0,0,0,2,1,0,0
3,4,0,8,19,1,0,8,2,0.8333333,92,0.33333334,0,0.95652175,0.75,0,0,28.666666,0,0,0,0,3,1,0,0
5,8,0,27,20,4,8,19,1,0.9166667,75,0,0,0.8965517,0.6666667,2,3,13.4,0,0,0,0,1,0.6,0,0
5,6,0,13,16,4,1,12,1,0.9166667,60,0,0,0.88461536,0.6666667,2,3,10.4,0,0,0,0,1,0.6,0,0
2,3,0,10,6,1,1,9,2,2,20,0,0,0.875,0.625,1,1,9,0,0,0,0,1,0.5,0,0
3,4,0,9,15,3,0,9,2,2,246,0,0,0.94871795,0.5555556,0,0,81,1,1,4,0,1,0.6666667,0,0
5,1,0,17,48,8,2,16,2,1.0625,342,0.5,0,0,0.35714287,0,0,66.6,5,2,30,4,3,1.4,0,0
2,3,0,19,16,1,1,18,2,2,67,0,0,0.875,0.625,1,1,32.5,0,0,0,0,1,0.5,0,0
2,3,0,19,13,1,3,16,2,2,67,0,0,0.875,0.625,1,1,32.5,0,0,0,0,7,3.5,0,0
3,3,0,10,15,1,1,9,2,0.75,58,0.5,0,0.875,0.625,1,1,17.666666,0,0,0,0,3,1,0,0
2,3,0,12,14,1,1,11,2,2,51,0,0,0.875,0.625,1,1,24.5,0,0,0,0,4,2,0,0
27,1,0,108,102,349,85,23,23,0.9807692,1261,0.5,0,0,0.21153846,0,0,45.62963,2,1,42,0,16,6.037037,0,0
4,7,0,12,13,4,3,9,1,1,43,0,0,0.9230769,0.5555556,2,2,9,0,0,0,0,1,0.5,0,0
2,1,0,2,5,1,0,2,2,2,21,0,0,0,0.75,0,0,9.5,0,0,0,0,1,0.5,0,0
2,3,0,14,15,1,2,12,2,2,64,0,0,0.875,0.6,1,1,31,3,3,42,1,1,0.5,0,0
2,1,0,4,7,0,1,4,1,0,23,1,1,0,0.6666667,0,0,10,0,0,0,0,1,0.5,0,0
5,6,0,15,17,4,2,13,1,0.9166667,60,0,0,0.88461536,0.6666667,2,3,10.4,0,0,0,0,1,0.6,0,0
6,2,0,3,19,13,0,3,1,0.9,61,0.5,0,0.9354839,1,1,1,8.833333,0,0,0,0,1,0.6666667,0,0
1,1,0,1,3,0,0,1,0,2,21,0,0,0,0,0,0,11,5,4,16,1,0,0,0,0
4,4,0,11,19,4,1,10,3,1,99,0,0,0.969697,0.5555556,3,6,23,0,0,0,0,1,0.5,0,0
2,3,0,13,16,1,1,12,2,2,70,0,0,0.875,0.625,1,1,34,0,0,0,0,5,2.5,0,0
2,3,0,17,25,1,1,16,2,2,115,0,0,0.875,0.625,1,1,56.5,0,0,0,0,1,0.5,0,0
3,3,0,5,15,1,0,5,2,0.75,61,0.5,0,0.9411765,0.6666667,1,1,18.666666,2,1,2,0,1,0.33333334,0,0
2,3,0,16,28,1,0,16,2,1,149,0,0,0.875,0.625,1,1,72.5,0,0,0,0,11,5.5,0,0
5,8,0,15,17,4,2,13,1,0.9166667,58,0,0,0.8965517,0.6666667,2,3,10,0,0,0,0,1,0.6,0,0
5,5,0,16,19,4,1,15,1,0.9166667,79,0,0,0.88,0.6666667,2,3,14.2,0,0,0,0,1,0.6,0,0
3,5,0,8,21,3,0,8,1,1,341,0,0,0.96,0.6666667,1,2,110.333336,1,1,4,0,1,0.6666667,2,1
5,1,0,5,16,10,0,5,5,2,59,0,0,0,0.6,0,0,10.8,4,3,66,2,1,0.8,4,1
2,3,0,20,17,1,2,18,2,2,68,0,0,0.875,0.625,1,1,33,3,3,249,2,4,2,0,0
