wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,ndpv,max(cc),avg(cc),bugs,label
4,5,0,21,37,4,1,20,3,1,182,0,0,0.9607843,0.5555556,4,8,43.75,0,0,0,0,1,0.5,2,1
2,3,0,18,27,1,0,18,2,2,126,0,0,0.85714287,0.625,1,1,62,0,0,0,0,1,0.5,0,0
5,5,0,13,31,8,1,12,3,1,174,0,0,0.9423077,0.5,4,10,33.2,0,0,0,0,1,0.6,0,0
6,2,0,30,72,1,0,30,3,0.7647059,618,0.4117647,0,0.7647059,0.7,1,2,99.166664,0,0,0,0,8,1.8333334,0,0
5,6,0,21,24,8,0,21,1,1,79,0,0,0.875,0.5,3,3,14.2,0,0,0,0,1,0.6,0,0
2,3,0,7,5,1,0,7,2,2,15,0,0,0.85714287,0.625,1,1,6.5,0,0,0,0,1,0.5,0,0
4,6,0,8,13,4,0,8,1,1,42,0,0,0.9130435,0.5555556,2,2,8.75,0,0,0,0,1,0.5,0,0
2,3,0,26,23,1,0,26,2,1,113,0,0,0.85714287,0.625,1,1,55,0,0,0,0,1,0.5,0,0
2,3,0,12,17,1,0,12,2,2,66,0,0,0.85714287,0.625,1,1,32,0,0,0,0,6,3,0,0
4,5,0,12,14,4,2,10,3,1,55,0,0,0.9607843,0.5555556,4,8,12,0,0,0,0,1,0.5,0,0
6,5,13,29,35,13,13,16,1,0.96666664,188,0.16666667,0,0.9433962,0.325,1,1,29.333334,0,0,0,0,5,1.5,0,0
5,7,0,7,15,8,0,7,1,1,59,0,0,0.89285713,0.6666667,2,2,10.2,0,0,0,0,1,0.6,0,0
4,5,0,12,16,6,0,12,1,2,61,0,0,0.9117647,0.625,2,2,14.25,0,0,0,0,1,0.75,0,0
4,4,0,14,54,4,1,13,3,1,285,0,0,0.9354839,0.5,3,3,69.5,0,0,0,0,1,0.5,0,0
4,5,0,11,24,4,0,11,3,1,109,0,0,0.9607843,0.5555556,4,8,25.5,0,0,0,0,1,0.5,0,0
4,6,0,9,13,4,0,9,1,1,43,0,0,0.9130435,0.5555556,2,2,9,0,0,0,0,1,0.5,0,0
4,5,0,18,32,4,0,18,3,1,153,0,0,0.9607843,0.5555556,4,8,36.5,0,0,0,0,1,0.5,0,0
3,3,0,16,34,3,0,16,2,0.5416667,514,0,0,0.9047619,0.6666667,0,0,166.33333,0,0,0,0,15,6,1,1
1,1,0,1,5,0,0,1,0,2,23,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
2,3,0,14,18,1,0,14,2,1,74,0,0,0.85714287,0.625,1,1,35.5,0,0,0,0,1,0.5,0,0
2,3,0,22,14,1,0,22,2,1,69,0,0,0.85714287,0.625,1,1,32.5,0,0,0,0,1,0.5,0,0
2,1,0,2,6,1,1,1,1,2,29,0,0,0,0.75,0,0,13.5,0,0,0,0,3,1.5,0,0
2,3,0,9,14,1,0,9,2,2,59,0,0,0.85714287,0.625,1,1,28.5,0,0,0,0,4,2,0,0
2,3,0,7,11,1,0,7,2,2,40,0,0,0.85714287,0.625,1,1,19,0,0,0,0,1,0.5,0,0
2,3,0,10,14,1,0,10,2,2,41,0,0,0.85714287,0.625,1,1,19.5,0,0,0,0,1,0.5,0,0
2,3,0,16,20,1,0,16,2,2,134,0,0,0.85714287,0.625,1,1,66,0,0,0,0,1,0.5,0,0
2,4,0,4,4,1,0,4,1,2,11,0,0,0.90909094,1,1,1,4.5,0,0,0,0,1,0.5,0,0
3,2,0,9,28,1,0,9,2,0.75,164,0.5,0,0.9705882,0.6,0,0,53,0,0,0,0,11,3.6666667,0,0
2,1,0,6,21,1,0,6,2,1,70,0,0,0,0.625,0,0,33.5,0,0,0,0,4,2,0,0
2,3,0,20,19,1,0,20,2,2,99,0,0,0.85714287,0.625,1,1,48.5,0,0,0,0,1,0.5,0,0
2,3,0,17,14,1,0,17,2,2,49,0,0,0.85714287,0.625,1,1,23.5,0,0,0,0,1,0.5,0,0
4,6,0,10,16,4,0,10,3,1,77,0,0,0.962963,0.5555556,5,10,17.5,0,0,0,0,1,0.5,0,0
2,4,0,28,30,1,0,28,2,1,231,0,0,0.93333334,0.6,1,1,113,0,0,0,0,1,0.5,0,0
2,1,0,3,5,1,1,2,2,2,17,0,0,0,0.75,0,0,7.5,0,0,0,0,1,0.5,0,0
6,5,0,34,58,13,3,31,4,1,242,0,0,0.9245283,0.325,4,10,38.833332,0,0,0,0,1,0.6666667,0,0
7,5,2,45,160,9,6,39,5,0.875,1044,0,0,0.9074074,0.43333334,4,8,147.57143,0,0,0,0,2,0.85714287,0,0
5,4,0,8,12,10,0,8,1,2,28,0,0,0.875,0.55,2,3,4.6,0,0,0,0,1,0.8,0,0
2,3,0,26,28,1,0,26,2,2,136,0,0,0.85714287,0.625,1,1,67,0,0,0,0,1,0.5,0,0
5,4,1,15,26,10,1,14,1,1,123,0,0,0.8181818,0.53333336,1,1,23.4,0,0,0,0,5,2.2,0,0
2,3,0,22,21,1,0,22,2,1,101,0,0,0.85714287,0.625,1,1,49,0,0,0,0,1,0.5,0,0
3,3,2,12,6,3,2,10,3,2,23,0,0,0.8181818,0.6666667,1,1,6.6666665,0,0,0,0,1,0.6666667,0,0
2,3,0,23,22,1,0,23,2,1,90,0,0,0.85714287,0.625,1,1,43.5,0,0,0,0,1,0.5,0,0
4,5,2,14,38,4,2,12,2,0.8333333,234,0,0,0.9607843,0.5555556,1,2,57,0,0,0,0,1,0.5,0,0
2,3,0,18,16,1,0,18,2,1,84,0,0,0.85714287,0.625,1,1,40.5,0,0,0,0,1,0.5,0,0
2,4,0,24,31,1,0,24,2,1,287,0,0,0.93333334,0.6,1,1,142,0,0,0,0,1,0.5,0,0
3,1,0,13,21,1,0,13,2,0.8333333,78,0.6666667,0,0,0.6666667,0,0,24,0,0,0,0,2,0.6666667,0,0
2,3,0,13,15,1,0,13,2,1,87,0,0,0.85714287,0.625,1,1,42,0,0,0,0,1,0.5,0,0
3,5,5,15,18,3,5,10,1,1,55,0,0,0.9807692,0.5,1,2,17,0,0,0,0,2,0.6666667,0,0
2,3,0,11,8,1,0,11,2,2,21,0,0,0.85714287,0.625,1,1,9.5,0,0,0,0,1,0.5,0,0
2,1,0,8,9,1,0,8,2,2,22,0,0,0,0.6666667,0,0,10,0,0,0,0,1,0.5,0,0
2,2,0,5,13,1,0,5,1,2,31,0,0,0.75,0.625,1,1,14.5,0,0,0,0,1,0.5,0,0
2,3,0,17,33,1,0,17,2,1,125,0,0,0.85714287,0.625,1,1,61,0,0,0,0,1,0.5,0,0
3,7,0,9,10,3,0,9,1,1.5,43,0,0,0.9354839,0.8333333,1,1,13,0,0,0,0,5,2,0,0
2,1,0,2,6,1,1,2,1,1,33,0,1,0,0.6666667,0,0,15,0,0,0,0,3,1.5,0,0
2,4,0,21,17,1,0,21,2,1,67,0,0,0.93333334,0.6,1,1,32,0,0,0,0,1,0.5,0,0
2,3,0,17,21,1,0,17,2,1,72,0,0,0.85714287,0.625,1,1,34.5,0,0,0,0,1,0.5,1,1
2,1,0,2,4,1,1,2,1,1,27,0,1,0,0.6666667,0,0,12,0,0,0,0,3,1.5,0,0
2,3,0,12,11,1,0,12,2,1,43,0,0,0.85714287,0.625,1,1,20,0,0,0,0,1,0.5,0,0
6,5,0,31,39,13,0,31,1,0.9,195,0,0,0.8333333,0.6,2,5,30.833334,0,0,0,0,1,0.6666667,0,0
2,3,0,22,17,1,0,22,2,2,82,0,0,0.85714287,0.625,1,1,40,0,0,0,0,1,0.5,0,0
6,4,0,18,29,15,0,18,2,0.8666667,162,0,0,0.8484849,0.46666667,3,4,25.5,0,0,0,0,1,0.8333333,0,0
3,4,0,10,7,3,0,10,1,2,24,0,0,0.8181818,0.6666667,1,1,7,0,0,0,0,1,0.6666667,0,0
4,6,0,9,13,4,0,9,1,1,45,0,0,0.9166667,0.5555556,2,2,9.5,0,0,0,0,1,0.5,0,0
4,1,0,49,30,4,32,18,2,0.8333333,146,0.5,0,0,0.44444445,0,0,35,0,0,0,0,1,0.5,0,0
3,3,0,14,14,1,0,14,2,0.75,53,0.5,0,0.875,0.6666667,0,0,16,0,0,0,0,1,0.33333334,0,0
3,4,0,12,26,3,0,12,2,1.25,99,0,0,0.9583333,0.6666667,2,2,31.333334,0,0,0,0,9,3.3333333,0,0
2,3,0,18,20,1,0,18,2,1,80,0,0,0.85714287,0.625,1,1,38.5,0,0,0,0,1,0.5,0,0
9,2,0,33,52,36,1,33,2,1,338,0.5,0,0.825,0.25,0,0,36.333332,0,0,0,0,4,1.1111112,0,0
2,3,0,15,15,1,0,15,2,2,56,0,0,0.85714287,0.625,1,1,27,0,0,0,0,1,0.5,0,0
2,3,0,27,24,1,0,27,2,1,97,0,0,0.85714287,0.625,1,1,47,0,0,0,0,1,0.5,0,0
1,1,0,0,5,0,0,0,0,2,18,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
5,7,0,8,14,8,0,8,1,1,46,0,0,0.9189189,0.5,3,5,7.6,0,0,0,0,1,0.6,0,0
2,3,0,20,19,1,0,20,2,2,88,0,0,0.85714287,0.625,1,1,43,0,0,0,0,1,0.5,0,0
2,3,0,18,20,1,0,18,2,1,69,0,0,0.85714287,0.625,1,1,33,0,0,0,0,1,0.5,0,0
4,3,0,25,43,4,0,25,2,0.8333333,459,0.25,0,0.9047619,0.5555556,0,0,110.75,0,0,0,0,11,3.5,0,0
4,5,0,23,48,4,1,22,3,1,277,0,0,0.9607843,0.5555556,4,10,67.5,0,0,0,0,1,0.5,0,0
5,6,0,8,14,8,0,8,1,1,45,0,0,0.88,0.5,3,3,7.4,0,0,0,0,1,0.6,0,0
2,4,0,30,29,1,0,30,2,1,207,0,0,0.93333334,0.6,1,1,101,0,0,0,0,1,0.5,0,0
2,3,0,8,10,1,0,8,2,2,37,0,0,0.85714287,0.625,1,1,17.5,0,0,0,0,1,0.5,0,0
2,4,0,10,9,1,0,10,2,2,30,0,0,0.93333334,0.6,1,1,14,0,0,0,0,1,0.5,2,1
5,6,0,12,17,4,0,12,1,0.9166667,62,0,0,0.875,0.6666667,2,3,10.8,0,0,0,0,1,0.6,0,0
4,6,0,8,13,4,0,8,1,1,47,0,0,0.9166667,0.5555556,2,2,10,0,0,0,0,1,0.5,0,0
2,3,0,18,26,1,0,18,2,2,184,0,0,0.85714287,0.625,1,1,91,0,0,0,0,1,0.5,1,1
6,4,0,16,23,15,0,16,1,1,124,0,0,0.8484849,0.3888889,1,2,19.5,0,0,0,0,3,1.3333334,0,0
2,3,0,14,14,1,0,14,2,2,41,0,0,0.85714287,0.625,1,1,19.5,0,0,0,0,1,0.5,0,0
1,8,0,1,2,0,0,1,1,2,5,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0
3,7,0,6,17,1,0,6,2,0.75,57,0.5,0,0.9818182,0.6666667,0,0,17.333334,0,0,0,0,2,0.6666667,0,0
2,3,0,9,13,1,0,9,2,2,53,0,0,0.85714287,0.625,1,1,25.5,0,0,0,0,1,0.5,0,0
1,1,0,1,5,0,0,1,0,2,17,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
18,4,0,14,63,149,1,13,2,0.92156863,363,0.6666667,0,0.7419355,0.18235295,2,4,19,0,0,0,0,4,1.1111112,0,0
7,1,0,14,29,19,5,9,5,0.9444444,165,0.33333334,0,0,0.26666668,0,0,22.142857,0,0,0,0,4,1.4285715,0,0
9,3,0,46,104,30,0,46,2,0.9583333,646,0.6666667,0,0.46153846,0.4431818,1,1,70.44444,0,0,0,0,3,1.2222222,1,1
9,4,4,21,35,34,4,17,4,0.9,160,0.2,0,0.88235295,0.25,1,1,16.222221,0,0,0,0,2,1.1111112,0,0
2,3,0,26,45,1,0,26,2,2,236,0,0,0.85714287,0.625,1,1,117,0,0,0,0,1,0.5,1,1
4,6,0,8,13,4,0,8,1,1,42,0,0,0.9130435,0.5555556,2,2,8.75,0,0,0,0,1,0.5,0,0
4,5,0,16,40,4,1,15,3,1,214,0,0,0.9607843,0.5555556,4,9,51.75,0,0,0,0,1,0.5,0,0
4,5,8,21,17,6,8,13,2,1,83,0,0,0.90909094,0.7777778,1,1,19.25,0,0,0,0,6,1.75,0,0
2,3,0,5,5,1,0,5,2,2,24,0,0,0.9722222,0.6,1,1,11,0,0,0,0,1,0.5,0,0
4,6,0,8,13,4,0,8,1,1,42,0,0,0.9130435,0.5555556,2,2,8.75,0,0,0,0,1,0.5,0,0
1,8,0,1,2,0,0,1,1,2,5,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0
12,4,0,42,127,36,3,40,10,0.9318182,827,0,0,0.7222222,0.2840909,2,2,67.583336,0,0,0,0,9,1.75,0,0
6,5,3,35,59,13,5,30,3,1,237,0,0,0.9245283,0.52,4,7,38,0,0,0,0,6,1.5,0,0
