Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Android Rules,Basic Rules,Brace Rules,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,Design Rules,Documentation Metric Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Vulnerability Rules,Number of bugs,label
33,1,105,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,12,1,4,3,0,10,0.363636,0.216667,13,12,4,7,0.216667,13,1,1,0,0,1,47,73,4,4,4,4,10,0,10,3,10,14,0,10,3,47,73,4,4,4,4,10,0,10,3,10,14,0,10,3,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37,1,153,2,0.0,0,0,0,0.0,0.0,0,0,0,1,1,21,6,8,7,11,26,0.3125,0.164948,16,16,5,11,0.164948,16,0,0,0,0,0,81,117,7,6,7,6,15,0,15,7,15,29,0,15,7,81,117,7,6,7,6,15,0,15,7,15,29,0,15,7,0,0,28,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
41,1,93,2,0.0,0,0,0,0.0,0.0,0,0,0,3,3,5,2,31,5,2,4,0.0,0.175,7,0,0,2,0.175,7,0,0,28,42,0,33,53,3,2,3,2,2,0,1,0,2,17,0,1,0,33,53,3,2,3,2,2,0,1,0,2,17,0,1,0,0,1,8,2,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
59,1,278,2,0.0,0,0,0,0.0,0.0,0,0,2,3,3,15,2,0,0,3,9,1.0,0.665138,145,140,3,0,0.665138,145,0,0,0,0,0,73,220,0,2,0,2,6,0,2,0,6,39,0,2,0,73,220,0,2,0,2,6,0,2,0,6,39,0,2,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
63,1,290,2,0.6699149999999999,7,8,7,0.491228,0.614907,112,99,3,1,1,12,37,8,28,66,77,0.333333,0.134409,25,16,4,8,0.134409,25,1,1,6,8,1,161,228,12,2,9,0,11,0,11,0,13,118,0,12,0,161,228,12,2,9,0,11,0,11,0,13,118,0,12,0,0,0,73,0,1,0,0,0,0,45,0,1,0,0,0,6,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
27,1,40,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,2,0,0,1,2,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,0,12,14,0,0,0,0,1,0,0,0,1,6,0,0,0,12,14,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
101,1,521,2,0.0,0,0,0,0.0,0.0,0,0,1,3,3,55,2,0,0,4,18,1.0,0.43316800000000005,175,174,3,0,0.41395299999999996,178,0,0,0,0,0,229,392,5,3,5,3,14,0,2,0,14,121,0,2,0,252,421,8,4,8,4,18,0,6,0,18,128,0,6,0,0,0,17,11,11,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,1,0,0,1,1,9,0,0,0,0
43,1,120,2,0.0,0,0,0,0.0,0.0,0,0,2,4,4,13,0,1,1,0,6,0.2,0.0895522,6,6,1,4,0.0895522,6,0,0,0,0,0,61,78,3,1,3,1,6,0,4,1,6,32,0,4,1,61,78,3,1,3,1,6,0,4,1,6,32,0,4,1,0,0,18,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,49,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,4,0,2,1,0,4,0.2,0.3,6,5,1,4,0.3,6,0,0,0,0,0,14,20,1,0,1,0,4,0,4,0,4,3,0,4,0,14,20,1,0,1,0,4,0,4,0,4,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,38,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,2,1,0,1,2,0.5,0.454545,5,5,1,1,0.454545,5,1,1,0,0,1,6,8,4,3,0,0,1,0,1,0,10,1,0,10,1,6,8,4,3,0,0,1,0,1,0,10,1,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,49,2,0.0,0,0,0,0.0,0.0,0,0,0,1,1,2,1,0,0,1,2,0.5,0.35,7,7,1,1,0.35,7,0,0,0,0,0,13,15,1,0,1,0,1,0,1,1,1,5,0,1,1,13,15,1,0,1,0,1,0,1,1,1,5,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
