Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Android Rules,Basic Rules,Brace Rules,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,Design Rules,Documentation Metric Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Vulnerability Rules,Number of bugs,label
13,1,55,2,0.0,0,0,0,0.0,0.0,0,0,1,4,3,6,1,0,0,0,1,0.5,0.0952381,4,4,1,1,0.0952381,4,1,1,0,0,1,38,43,2,0,2,0,1,0,1,0,1,15,0,1,0,38,43,2,0,2,0,1,0,1,0,1,15,0,1,0,0,0,5,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
12,1,23,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,2,1,0,0,0,2,0.333333,0.28571399999999997,4,4,1,2,0.28571399999999997,4,1,1,0,0,1,10,12,0,0,0,0,2,0,2,0,2,1,0,2,0,10,12,0,0,0,0,2,0,2,0,2,1,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,102,2,0.22754499999999997,2,10,2,0.213115,0.288889,13,13,1,3,3,12,2,0,0,4,6,1.0,0.262295,16,16,2,0,0.262295,16,0,0,0,0,0,45,61,0,0,0,0,2,0,1,0,2,25,0,1,0,45,61,0,0,0,0,2,0,1,0,2,25,0,1,0,0,1,13,0,2,0,0,2,0,11,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,24,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,1,1,1,0,1,0.5,0.235294,4,4,1,1,0.235294,4,0,0,0,0,0,13,16,2,0,2,0,1,1,1,0,1,1,1,1,0,13,16,2,0,2,0,1,1,1,0,1,1,1,1,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
27,1,115,2,0.0,0,0,0,0.0,0.0,0,0,6,0,0,16,3,1,0,2,18,0.0588235,0.054054099999999994,4,4,1,16,0.054054099999999994,4,1,1,0,0,1,70,89,3,5,2,5,16,1,16,5,16,18,2,16,5,70,89,3,5,2,5,16,1,16,5,16,18,2,16,5,0,0,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1
34,1,188,2,0.137931,1,2,2,0.16129000000000002,0.17647100000000002,25,18,9,0,0,9,5,0,0,14,23,0.1,0.0377358,4,4,1,9,0.0377358,4,0,0,0,0,0,102,155,0,0,0,0,9,0,9,0,9,81,0,9,0,102,155,0,0,0,0,9,0,9,0,9,81,0,9,0,0,0,36,0,1,0,0,0,0,14,0,1,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,83,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,5,2,0,0,2,3,0.5,0.622951,38,24,1,1,0.622951,38,0,0,0,0,0,23,48,0,0,0,0,1,0,1,0,1,14,0,1,0,23,48,0,0,0,0,1,0,1,0,1,14,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18,1,45,2,0.0,0,0,0,0.0,0.0,0,0,0,1,1,4,0,11,7,0,2,0.0,0.0,0,0,0,3,0.0,0,0,0,0,0,0,21,28,2,2,2,2,2,2,2,0,2,12,2,2,0,21,28,2,2,2,2,2,2,2,0,2,12,2,2,0,0,0,11,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
50,1,511,2,0.0,0,0,0,0.0,0.0,0,0,4,4,4,78,26,119,209,38,75,0.08333330000000001,0.10192799999999999,37,20,3,33,0.101604,38,1,1,0,0,1,326,451,22,19,20,17,37,2,35,4,46,188,2,44,4,336,462,22,19,20,17,38,2,36,4,47,193,2,45,4,0,4,99,2,58,0,2,45,0,0,0,1,0,4,0,4,0,11,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,14,2,0,0,0,0,2,1
18,1,37,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,4,1,1,2,2,5,0.333333,0.166667,3,3,1,2,0.166667,3,0,0,0,0,0,15,20,0,0,0,0,3,0,2,0,3,4,0,2,0,15,20,0,0,0,0,3,0,2,0,3,4,0,2,0,0,1,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
