Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Android Rules,Basic Rules,Brace Rules,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,Design Rules,Documentation Metric Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Vulnerability Rules,Number of bugs,label
42,1,102,2,0.173653,1,4,1,0.163934,0.22222199999999998,10,10,1,3,3,12,2,0,0,4,6,1.0,0.262295,16,16,2,0,0.262295,16,0,0,0,0,0,45,61,0,0,0,0,2,0,1,0,2,25,0,1,0,45,61,0,0,0,0,2,0,1,0,2,25,0,1,0,0,1,13,0,2,0,0,2,0,11,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,44,2,0.0,0,0,0,0.0,0.0,0,0,0,1,1,4,0,10,6,0,2,0.0,0.0,0,0,0,3,0.0,0,0,0,0,0,0,21,27,2,2,2,2,2,2,2,0,2,12,2,2,0,21,27,2,2,2,2,2,2,2,0,2,12,2,2,0,0,0,11,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
52,1,450,2,0.0,0,0,0,0.0,0.0,0,0,4,4,4,71,22,105,185,26,58,0.0322581,0.06853580000000001,22,7,1,30,0.06853580000000001,22,1,1,0,0,1,299,399,21,16,20,16,32,3,30,2,36,174,3,30,2,299,399,21,16,20,16,32,3,30,2,36,174,3,30,2,0,3,86,2,57,0,2,49,0,0,0,1,0,5,0,2,0,3,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,13,1,0,1,0,0,0,0
18,1,37,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,4,1,1,1,2,5,0.333333,0.166667,3,3,1,2,0.166667,3,0,0,0,0,0,15,20,0,0,0,0,3,0,2,0,3,4,0,2,0,15,20,0,0,0,0,3,0,2,0,3,4,0,2,0,0,1,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1,92,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,15,8,11,7,2,10,0.11111099999999999,0.053571400000000005,3,3,1,8,0.053571400000000005,3,0,0,0,0,0,53,65,7,3,7,3,8,7,8,0,8,22,7,8,0,53,65,7,3,7,3,8,7,8,0,8,22,7,8,0,0,0,23,0,11,0,0,8,0,0,0,1,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
42,1,300,2,0.0,0,0,0,0.0,0.0,0,0,2,5,5,25,19,7,11,30,40,0.454545,0.208333,40,32,5,6,0.185185,40,1,1,0,0,1,152,234,5,3,4,3,10,0,10,0,14,90,0,10,0,176,259,5,4,4,4,12,0,12,0,16,102,0,12,0,0,1,34,2,21,0,1,12,0,0,0,1,0,5,0,3,0,5,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0
73,1,662,2,0.0,0,0,0,0.0,0.0,0,0,2,6,6,128,44,34,46,71,112,0.0294118,0.0907127,42,12,1,33,0.0887949,42,0,0,0,0,0,421,580,17,16,17,16,41,0,33,1,41,247,0,33,1,431,590,17,17,17,17,42,0,34,1,42,253,0,34,1,0,11,115,10,154,0,5,78,0,0,0,1,0,10,0,6,0,84,88,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,5,1,0,0,0,0,0
18,1,34,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,3,1,19,34,3,6,0.0,0.0,0,0,0,4,0.0,0,0,0,0,0,0,14,17,1,0,1,0,3,0,3,0,3,5,0,3,0,14,17,1,0,1,0,3,0,3,0,3,5,0,3,0,0,0,9,2,5,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
20,1,41,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,5,3,1,2,4,7,0.333333,0.15,3,3,1,2,0.15,3,0,0,0,0,0,17,22,0,0,0,0,3,0,2,0,3,6,0,2,0,17,22,0,0,0,0,3,0,2,0,3,6,0,2,0,0,1,8,0,2,0,1,2,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,141,2,0.0,0,0,0,0.0,0.0,0,0,1,5,5,23,15,0,0,16,20,0.25,0.11828,11,6,1,3,0.11828,11,0,0,0,0,0,82,101,7,0,7,0,4,3,3,0,4,49,3,3,0,82,101,7,0,7,0,4,3,3,0,4,49,3,3,0,0,4,20,2,23,0,1,6,0,0,0,0,0,3,0,1,0,16,11,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0
94,1,2015,2,0.06110549999999999,4,16,8,0.0655567,0.063249,126,95,4,6,6,326,80,3,6,182,299,0.125,0.0265716,41,19,13,91,0.026349599999999997,41,2,4,1,1,3,1502,1909,21,10,8,6,117,0,103,1,141,907,0,110,2,1515,1922,21,10,8,6,120,0,106,1,144,911,0,113,2,0,20,328,43,143,0,8,111,0,53,0,1,0,12,0,6,0,45,238,8,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,17,16,23,0,0,0,0,0
6,1,45,2,0.0,0,0,0,0.0,0.0,0,0,10,0,0,13,3,1,1,1,12,0.0,0.0,0,0,0,12,0.0,0,1,1,0,0,1,29,40,1,0,1,0,11,0,11,0,11,3,0,11,0,29,40,1,0,1,0,11,0,11,0,11,3,0,11,0,0,2,26,0,10,0,0,0,0,0,0,1,0,0,1,0,0,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
