wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,ndpv,max(cc),avg(cc),bugs,label
6,1,0,15,22,13,2,13,3,0.84,145,0.2,0,0,0.23333333,0,0,22.333334,0,0,0,0,5,1.8333334,0,0
3,4,0,22,26,1,0,22,2,1.1,140,0.6,0,0.9459459,0.5555556,3,3,44,0,0,0,0,6,3,0,0
3,4,0,39,67,3,0,39,2,1,448,0,0,0.9459459,0.5,2,2,147,8,3,985,5,2,1,3,1
2,5,4,5,3,1,4,1,1,2,7,0,0,0.96,1,1,1,2.5,0,0,0,0,1,0.5,0,0
3,4,0,8,23,0,0,8,1,0.875,85,0.5,0,0.9787234,0.75,1,1,26,1,1,10,0,4,1.3333334,0,0
2,4,0,12,15,1,0,12,2,1,57,0,0,0.9722222,0.6666667,3,3,27,0,0,0,0,4,2,0,0
2,3,0,27,26,1,0,27,2,1,152,0,0,0.85714287,0.625,1,1,74,1,1,54,1,1,0.5,0,0
2,3,0,18,19,1,0,18,2,1,103,0,0,0.85714287,0.625,1,1,49.5,1,1,2,1,11,5.5,0,0
2,1,0,15,11,1,7,8,2,2,29,0,0,0,0.625,0,0,13.5,0,0,0,0,1,0.5,0,0
8,5,0,21,20,0,16,5,7,0.8095238,89,0,0,0.8604651,0.8095238,2,4,9.75,3,2,177,1,1,0.75,0,0
2,4,0,16,16,1,0,16,2,1,81,0,0,0.9285714,0.625,1,1,39,0,0,0,0,1,0.5,0,0
2,3,0,12,14,1,0,12,2,2,49,0,0,0.85714287,0.625,1,1,23.5,0,0,0,0,1,0.5,0,0
2,4,0,20,19,1,0,20,2,1,67,0,0,0.9285714,0.625,1,1,32,0,0,0,0,1,0.5,0,0
9,1,0,5,23,16,1,5,0,0.9488636,436,0.22727273,1,0,0.35555556,0,0,45,0,0,0,0,1,0.7777778,0,0
5,5,0,18,23,10,0,18,1,1,72,0,0,0.9130435,0.7,2,3,13.2,1,1,19,1,1,0.8,0,0
2,4,0,9,6,1,0,9,2,2,23,0,0,0.8888889,0.6,1,1,10.5,1,1,2,1,1,0.5,0,0
2,3,0,32,35,1,0,32,2,1,198,0,0,0.85714287,0.625,1,1,96.5,5,3,161,5,1,0.5,0,0
2,4,0,10,8,1,0,10,2,2,23,0,0,0.9285714,0.625,1,1,10.5,0,0,0,0,1,0.5,0,0
2,3,0,6,5,1,0,6,2,2,17,0,0,0.85714287,0.625,1,1,7.5,0,0,0,0,1,0.5,0,0
2,5,1,4,6,1,1,3,1,2,9,0,0,0.9782609,1,0,0,3.5,0,0,0,0,1,0.5,0,0
5,5,0,21,25,4,5,16,4,0.9166667,158,0,0,0.8965517,0.6666667,2,2,30,0,0,0,0,1,0.6,0,0
