wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,ndpv,max(cc),avg(cc),bugs,label
2,3,0,7,13,1,0,7,2,2,43,0,0,0.85714287,0.6666667,0,0,20.5,3,3,80,1,3,1.5,0,0
8,1,0,39,27,26,18,21,6,0.42857143,222,0,0,0,0.47916666,0,0,26.625,3,3,206,1,7,2.125,0,0
5,1,0,1,6,0,1,0,5,0.5,30,1,0,0,0.6,0,0,4.6,0,0,0,0,1,0.8,0,0
14,3,0,16,49,57,0,16,8,0.508547,659,0.8888889,0,0.6,0.2596154,0,0,44.785713,0,0,0,0,8,2.7142856,0,0
6,2,2,5,53,7,4,1,4,1.05,397,0.875,0,0.71428573,0.43333334,2,3,63.833332,0,0,0,0,14,4.6666665,0,0
3,2,0,8,19,1,0,8,2,1,77,0.33333334,0,0.6666667,0.6666667,1,1,23.666666,0,0,0,0,1,0.33333334,0,0
3,1,0,10,30,1,0,0,1,0.875,208,0.25,0,0,0.5,0,0,67,0,0,0,0,9,3,0,0
3,1,0,5,3,3,3,2,3,2,3,0,0,0,0.5,0,0,0,0,0,0,1,1,1,0,0
2,1,0,1,4,0,1,1,1,0,13,0,1,0,0.6666667,0,0,5,0,0,0,0,1,0.5,0,0
2,1,0,6,8,0,1,6,1,0,29,0,1,0,0.6666667,0,0,13,0,0,0,0,1,0.5,0,0
4,1,0,4,7,0,0,4,4,0.5,32,1,0,0,0.4375,0,0,6.5,0,0,0,0,1,0.75,0,0
20,2,0,1,21,170,0,1,19,0.9569378,133,0.6363636,0,0.41935483,0.2736842,1,5,5.1,0,0,0,0,1,0.9,0,0
0,1,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,1,1,33,0,0,0,0,0
3,1,0,10,17,3,3,7,2,2,99,0,0,0,0.5,0,0,32,0,0,0,0,6,3,0,0
2,1,0,11,15,1,0,11,2,2,59,1,0,0,0.6666667,0,0,28,0,0,0,0,3,1.5,0,0
1,1,0,5,1,0,2,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2,3,0,8,8,1,0,8,2,2,27,0,0,0.85714287,0.6666667,1,1,12.5,0,0,0,0,2,1,0,0
1,1,0,0,5,0,0,0,0,2,15,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
3,1,0,3,5,1,1,2,3,0,36,1,0,0,0.8333333,0,0,10.666667,0,0,0,0,6,2.3333333,0,0
19,3,0,4,41,107,0,4,16,0.8492063,256,0.42857143,0,0.76811594,0.15789473,3,17,12.105263,0,0,0,0,8,1.4736842,0,0
1,1,0,0,5,0,0,0,0,2,17,0,0,0,0,0,0,12,6,3,20,1,0,0,1,1
7,4,0,21,49,17,1,21,1,0.8333333,330,0.6666667,0,0.64285713,0.9166667,1,1,45.714287,2,2,66,5,8,1.7142857,3,1
