Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Android Rules,Basic Rules,Brace Rules,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,Design Rules,Documentation Metric Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Vulnerability Rules,Number of bugs,label
33,1,198,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,18,0,70,116,0,15,1.0,0.5362319999999999,74,74,16,0,0.5362319999999999,74,0,0,5,9,0,64,166,8,6,8,6,15,0,15,7,15,23,0,15,7,64,166,8,6,8,6,15,0,15,7,15,23,0,15,7,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0
30,1,55,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,1,1,0,2,1.0,0.56,14,14,3,0,0.56,14,0,0,0,0,0,11,26,2,1,2,1,2,0,2,0,2,3,0,2,0,11,26,2,1,2,1,2,0,2,0,2,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,88,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,6,0,8,8,0,6,0.571429,0.355556,16,16,4,3,0.355556,16,0,0,0,0,0,29,55,3,1,3,1,6,0,6,0,6,9,0,6,0,29,55,3,1,3,1,6,0,6,0,6,9,0,6,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28,1,236,2,0.0,0,0,0,0.0,0.0,0,0,3,1,1,25,0,26,209,0,21,0.9523809999999999,0.705882,120,119,20,1,0.705882,120,0,0,2,2,0,50,209,3,2,3,2,21,0,20,1,21,13,0,20,1,50,209,3,2,3,2,21,0,20,1,21,13,0,20,1,0,0,8,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
28,1,492,2,0.893249,15,80,16,0.578495,0.8476819999999999,269,256,1,3,3,95,1,5,37,3,22,0.95,0.297674,128,114,19,1,0.297674,128,1,1,0,0,1,302,465,5,2,2,1,19,0,19,1,24,190,0,23,1,302,465,5,2,2,1,19,0,19,1,24,190,0,23,1,0,0,99,6,2,0,0,0,1,89,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0
28,1,593,2,0.7905810000000001,15,97,20,0.5247350000000001,0.756684,297,283,1,3,3,120,1,2,40,3,26,0.956522,0.284895,149,133,22,1,0.284895,149,1,1,0,0,1,374,566,5,2,2,1,23,0,22,1,28,238,0,26,1,374,566,5,2,2,1,23,0,22,1,28,238,0,26,1,0,0,117,7,2,0,0,0,1,101,0,0,0,1,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,0,0
34,1,75,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,5,0,2,3,0,5,0.5,0.405405,15,15,3,3,0.405405,15,0,0,0,0,0,22,42,2,1,2,1,5,0,5,0,5,5,0,5,0,22,42,2,1,2,1,5,0,5,0,5,5,0,5,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,60,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,4,2,3,1,2,3,0.5,0.117647,4,4,1,1,0.117647,4,1,1,0,0,1,30,32,1,0,1,0,1,0,1,0,1,21,0,1,0,30,32,1,0,1,0,1,0,1,0,1,21,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,164,2,0.912127,6,37,9,0.87218,0.8632479999999999,116,101,1,3,2,18,2,1,1,2,3,0.5,0.0859375,11,4,1,1,0.0859375,11,1,1,0,0,1,117,133,0,0,0,0,1,0,1,0,1,103,0,1,0,117,133,0,0,0,0,1,0,1,0,1,103,0,1,0,0,0,23,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
33,1,84,2,0.23577199999999998,2,4,2,0.25,0.255814,13,11,1,3,3,8,2,2,1,2,3,1.0,0.14,7,5,2,0,0.14,7,1,1,0,0,1,43,52,0,0,0,0,1,0,1,0,1,38,0,1,0,43,52,0,0,0,0,1,0,1,0,1,38,0,1,0,0,0,15,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
