wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,ndpv,max(cc),avg(cc),bugs,label
3,2,0,8,15,3,1,7,3,2,63,0,0,0.75,0.5,0,0,20,0,0,0,0,2,1,0,0
6,2,0,18,41,7,1,17,2,0.6666667,216,1,0,0.7916667,0.36666667,1,3,34.5,0,0,0,0,5,2.3333333,0,0
2,1,0,1,4,0,1,1,1,0,13,0,1,0,0.75,0,0,5,0,0,0,0,1,0.5,0,0
9,1,0,21,43,20,0,21,8,0.8541667,252,1,5,0,0.20454545,0,0,26.333334,0,0,0,0,5,1.5555556,0,0
5,2,0,10,42,2,0,10,1,1.125,262,1,1,0.8,0.5625,1,1,49,0,0,0,0,6,1.6,1,1
3,1,0,3,3,3,2,1,3,2,3,0,0,0,0.5,0,0,0,0,0,0,0,1,1,1,1
2,2,0,5,7,1,1,4,1,2,17,0,0,0.90909094,0.75,1,2,7.5,0,0,0,0,1,0.5,0,0
2,1,0,5,6,0,1,5,1,0.5,24,0,1,0,0.625,0,0,10,0,0,0,0,1,0.5,0,0
8,1,0,6,14,2,6,0,7,0.78571427,99,1,0,0,0.3,1,1,10.875,0,0,0,0,5,1.25,0,0
2,2,0,2,6,0,1,2,1,0,22,0,1,0.8,0.6666667,0,0,9.5,0,0,0,0,2,1,0,0
2,1,0,6,2,1,4,2,2,2,2,0,0,0,0.5833333,0,0,0,0,0,0,0,1,1,0,0
2,2,0,4,5,1,1,3,1,2,11,0,0,0.90909094,0.75,1,1,4.5,0,0,0,0,1,0.5,0,0
5,1,0,11,37,0,1,10,2,0.5,234,1,2,0,0.36666667,0,0,45,0,0,0,0,4,2.2,0,0
13,2,0,9,19,78,0,9,13,2,65,0,0,0.5862069,1,1,3,4,0,0,0,0,1,0.9230769,0,0
3,1,0,2,6,3,1,2,2,1,23,0,1,0,0.5,0,0,6.3333335,0,0,0,0,1,0.6666667,0,0
3,2,0,8,14,3,1,7,3,2,54,0,0,0.75,0.5555556,0,0,17,0,0,0,0,2,1,0,0
2,2,0,7,12,1,0,7,2,1,110,1,0,0.8333333,1,0,0,51.5,0,0,0,0,1,0.5,0,0
3,2,0,8,14,3,1,7,3,2,55,0,0,0.75,0.5555556,0,0,17.333334,0,0,0,0,2,1,0,0
5,4,2,11,8,8,11,0,4,1,26,1,0,0.8947368,0.6,0,0,3.8,0,0,0,0,1,0.4,0,0
1,1,0,0,2,0,0,0,0,2,13,0,0,0,1,0,0,3,0,0,0,0,0,0,1,1
2,2,0,2,6,0,1,2,1,0,22,0,1,0.8,0.6666667,0,0,9.5,0,0,0,0,2,1,0,0
2,1,0,6,6,0,1,6,1,0.25,51,0,1,0,0.625,0,0,22.5,0,0,0,0,1,0.5,0,0
2,1,0,6,7,0,1,6,1,0.33333334,38,0,2,0,0.6,0,0,16.5,0,0,0,0,1,0.5,0,0
12,1,16,24,42,8,16,8,2,0.70454544,220,1,1,0,0.21818182,0,0,17,0,0,0,0,4,1.6666666,0,0
3,1,0,2,13,3,2,0,1,2,90,0,0,0,0.44444445,0,0,29,0,0,0,0,6,2.6666667,0,0
3,2,0,9,14,3,2,7,3,2,67,0,0,0.75,0.5555556,0,0,21.333334,0,0,0,0,3,1.3333334,0,0
23,1,0,10,23,253,2,8,23,2,23,0,0,0,0.25543478,0,0,0,0,0,0,0,1,1,0,0
27,1,0,59,45,221,55,5,27,0.9195804,333,0.72727275,3,0,0.16296296,1,1,10.925926,0,0,0,0,7,1.2962962,0,0
2,1,0,6,6,0,1,6,1,0.5,28,0,2,0,0.625,0,0,12,0,0,0,0,1,0.5,0,0
0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,0,8,17,78,0,8,13,2,49,0,0,0.5862069,1,1,3,2.7692308,0,0,0,0,1,0.9230769,1,1
2,2,0,5,7,1,1,4,1,2,17,0,0,0.90909094,0.75,1,2,7.5,0,0,0,0,1,0.5,0,0
14,2,0,7,17,91,0,7,14,2,54,0,0,0.56666666,1,1,4,2.857143,0,0,0,0,1,0.9285714,0,0
3,1,0,2,6,3,1,2,2,1,23,0,1,0,0.5,0,0,6.3333335,0,0,0,0,1,0.6666667,0,0
4,1,0,9,35,4,1,8,2,1.308642,300,1,2,0,0.4375,0,0,67.25,0,0,0,0,5,2.25,2,1
2,1,0,6,7,0,1,6,1,0.33333334,38,0,2,0,0.6,0,0,16.5,0,0,0,0,1,0.5,0,0
3,5,0,9,6,3,8,1,2,1.5,16,1,0,1,0.6666667,0,0,4,0,0,0,0,0,0,0,0
3,2,0,8,14,3,1,7,3,2,72,0,0,0.75,0.5555556,0,0,23,0,0,0,0,3,1.3333334,0,0
12,1,0,17,50,18,12,7,7,0.72727275,253,1,0,0,0.3272727,0,0,19.75,0,0,0,0,5,1.5833334,0,0
10,1,0,1,23,9,1,0,9,0.75555557,155,1,0,0,0.65,0,0,14,0,0,0,0,3,1,0,0
5,1,0,16,53,8,1,15,2,1.2327586,364,1,0,0,0.52,0,0,66,0,0,0,0,8,3.2,0,0
8,1,0,8,8,28,6,2,8,2,8,0,0,0,0.53125,0,0,0,0,0,0,0,1,1,0,0
11,1,0,12,11,55,7,5,11,2,11,0,0,0,0.33766234,0,0,0,0,0,0,0,1,1,0,0
11,1,0,9,11,55,7,2,11,2,11,0,0,0,0.3116883,0,0,0,0,0,0,0,1,1,1,1
