wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,ndpv,max(cc),avg(cc),bugs,label
2,3,0,11,9,1,0,11,2,2,36,0,0,0.85714287,0.625,1,1,17,2,2,16,0,1,0.5,0,0
3,5,0,17,28,3,0,17,1,1.0833334,411,0.16666667,0,0.9574468,0.6666667,1,2,134,1,1,61,1,1,0.6666667,0,0
5,5,0,23,36,8,0,23,3,1,179,0,0,0.9423077,0.5,4,10,34.2,4,2,31,0,1,0.6,0,0
1,1,0,1,5,0,0,1,0,2,30,0,0,0,0,0,0,12,3,3,46,0,0,0,1,1
5,4,57,66,17,10,57,9,2,2,77,0,0,0.875,0.65,3,4,14.4,0,0,0,0,3,1.2,0,0
2,4,0,17,16,1,0,17,2,2,70,0,0,0.93333334,0.6,1,1,34,0,0,0,0,1,0.5,0,0
2,3,0,16,23,1,0,16,2,2,90,1,0,0.85714287,0.625,1,1,43.5,4,4,53,0,1,0.5,1,1
55,1,0,157,148,1479,98,60,38,0.9814815,1955,0.5,0,0,0.16666667,0,0,34.50909,6,3,254,0,6,1.4363636,1,1
7,5,0,15,27,15,0,15,1,0.9444444,97,0,0,0.8,0.6111111,2,4,12.428572,0,0,0,0,1,0.71428573,0,0
3,4,2,17,28,3,2,15,1,1.375,121,0.8333333,0,0.9583333,0.5555556,2,2,35.333332,6,3,81,3,9,3.3333333,0,0
3,7,0,5,6,3,0,5,1,2,15,0,0,0.93939394,0.6666667,1,2,4,0,0,0,0,1,0.6666667,0,0
2,3,0,8,8,1,0,8,2,2,27,0,0,0.85714287,0.625,1,1,12.5,3,2,24,0,1,0.5,0,0
2,3,0,13,10,1,0,13,2,2,28,0,0,0.85714287,0.625,1,1,13,0,0,0,0,1,0.5,0,0
4,2,0,8,11,6,0,8,3,1,37,0,0,0.8,0.5,0,0,8,0,0,0,0,1,0.75,0,0
29,1,0,36,130,294,2,34,28,0.965,1263,0.86,0,0,0.22857143,0,0,40.827587,2,1,44,0,55,3.724138,0,0
