Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Android Rules,Basic Rules,Brace Rules,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,Design Rules,Documentation Metric Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Vulnerability Rules,Number of bugs,label
87,1,3311,2,0.310201,25,321,71,0.20682199999999998,0.294925,667,645,1,8,5,440,36,23,23,35,107,1.0,0.42194899999999996,892,880,54,0,0.305521,974,0,0,0,0,0,1222,2233,10,3,10,3,72,0,53,0,72,783,0,53,0,2214,3225,138,67,124,4,132,0,87,1,602,1322,0,349,32,0,33,607,40,566,0,3,282,0,262,0,0,0,71,126,2,0,159,231,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,39,66,1,1,0,0,0,0
16,1,61,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,4,0,1,3,0,4,1.0,0.734694,36,36,3,0,0.734694,36,0,0,0,0,0,13,46,1,0,1,0,4,0,2,0,4,3,0,2,0,13,46,1,0,1,0,4,0,2,0,4,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,1,6193,2,0.29515399999999997,27,327,81,0.19303499999999998,0.277213,1153,1146,8,11,8,562,60,19,39,54,145,0.9714290000000001,0.47211499999999995,1473,1424,68,2,0.29941100000000004,1780,0,0,0,0,0,1647,3217,39,2,39,2,91,0,69,1,91,1079,0,69,1,4165,5973,248,426,229,31,304,0,212,3,2986,2654,0,1812,167,0,72,1442,28,1203,0,18,498,0,538,0,8,0,99,288,6,0,403,573,1,0,4,4,0,0,0,0,0,0,0,0,0,0,9,0,5,214,61,5,1,28,0,0,0
382,1,750,2,0.405159,3,15,3,0.13279100000000002,0.312102,49,49,2,3,3,49,1,35,32,2,26,1.0,0.7903680000000001,558,558,18,0,0.78042,558,1,1,1,32,1,148,360,19,12,5,5,24,0,17,2,80,76,0,49,5,157,369,19,12,5,5,25,0,18,2,81,83,0,50,5,0,1,46,8,39,0,1,13,0,34,0,1,0,0,8,0,0,22,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,0,0,0,0
29,1,198,2,0.0,0,0,0,0.0,0.0,0,0,3,3,3,25,3,0,0,5,18,1.0,0.508571,89,89,11,0,0.508571,89,1,1,0,0,1,86,170,9,1,1,0,13,0,10,0,19,49,0,10,0,86,170,9,1,1,0,13,0,10,0,19,49,0,10,0,0,0,7,2,11,0,0,4,0,0,0,1,0,0,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
29,1,193,2,0.0,0,0,0,0.0,0.0,0,0,2,4,4,30,3,0,0,5,18,1.0,0.494118,84,84,11,0,0.494118,84,1,1,0,0,1,86,165,10,1,2,0,13,0,10,0,19,53,0,10,0,86,165,10,1,2,0,13,0,10,0,19,53,0,10,0,0,0,7,2,12,0,0,6,0,0,0,1,0,2,2,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
133,1,3342,2,0.346593,33,184,35,0.178816,0.334524,574,562,3,10,10,500,12,8,31,30,102,1.0,0.498496,1326,1220,35,0,0.486946,1604,0,0,0,0,0,1334,2715,80,13,80,13,72,1,34,0,72,899,1,34,0,1690,3210,139,21,125,14,101,1,42,1,157,1133,1,72,4,0,10,374,15,602,0,4,242,0,217,0,1,0,59,109,2,0,245,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,27,17,0,2,1,0,0,0
183,1,1540,2,0.45646499999999995,16,91,16,0.22901300000000002,0.44092200000000004,311,306,10,9,8,209,8,45,87,21,80,0.941176,0.537828,718,706,32,2,0.514817,747,0,0,9,48,0,617,1271,14,8,14,8,59,0,33,4,59,382,0,33,4,704,1358,27,40,27,12,81,0,49,8,305,428,0,169,20,0,7,240,16,201,0,3,116,0,122,0,5,0,16,26,1,0,57,73,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23,16,0,1,2,0,0,0
24,1,123,2,0.514563,1,4,1,0.18,0.486486,18,18,1,3,3,9,2,5,1,3,9,1.0,0.663636,73,69,4,0,0.663636,73,0,0,0,0,0,37,100,2,2,2,2,6,0,3,0,6,15,0,3,0,37,100,2,2,2,2,6,0,3,0,6,15,0,3,0,0,0,14,2,4,0,0,2,0,12,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
38,1,199,2,0.0,0,0,0,0.0,0.0,0,0,3,3,3,27,3,6,23,5,20,1.0,0.526012,91,91,13,0,0.526012,91,1,1,0,0,1,82,162,9,1,1,0,15,0,12,0,21,50,0,12,0,82,162,9,1,1,0,15,0,12,0,21,50,0,12,0,0,0,5,2,11,0,0,4,0,0,0,1,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
26,1,189,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,21,3,0,0,12,27,1.0,0.655844,101,101,16,0,0.639241,101,0,0,0,0,0,53,160,3,0,3,0,15,0,15,0,15,26,0,15,0,57,164,3,0,3,0,16,0,16,0,16,27,0,16,0,0,0,5,0,7,0,0,5,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,1,183,2,0.0,0,0,0,0.0,0.0,0,0,3,4,4,30,3,0,0,5,18,1.0,0.49375,79,79,11,0,0.49375,79,1,1,0,0,1,81,155,9,1,1,0,13,0,10,0,19,52,0,10,0,81,155,9,1,1,0,13,0,10,0,19,52,0,10,0,0,0,7,2,12,0,0,6,0,0,0,1,0,2,2,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
136,1,164,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,4,1,0,0,0,4,1.0,0.933775,141,141,2,0,0.933775,141,1,1,0,0,1,10,29,15,8,1,1,4,0,1,1,60,3,0,33,4,10,29,15,8,1,1,4,0,1,1,60,3,0,33,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,68,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,4,1,0,0,0,4,0.5,0.722222,39,39,1,1,0.722222,39,1,1,0,0,1,15,30,16,8,2,1,4,0,1,1,60,4,0,33,4,15,30,16,8,2,1,4,0,1,1,60,4,0,33,4,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
163,1,1387,2,0.0626404,2,15,3,0.0359184,0.0569211,44,44,4,11,7,319,5,7,82,2,39,1.0,0.43579799999999996,560,524,27,0,0.42144499999999996,566,0,0,0,0,0,725,1173,33,3,33,3,37,0,26,0,37,522,0,26,0,777,1225,39,3,39,3,53,0,41,0,53,545,0,41,0,0,1,134,7,342,0,1,180,0,29,0,4,0,27,35,0,0,128,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,1,2,0,0,0
15,1,341,2,0.390789,4,14,4,0.20795100000000002,0.39534899999999995,68,68,1,11,7,38,3,4,12,2,9,1.0,0.36715,76,62,1,0,0.47400600000000004,155,0,0,4,4,0,131,282,8,1,8,1,7,0,0,0,7,79,0,0,0,172,327,27,1,27,1,12,0,2,0,12,91,0,2,0,0,2,59,7,57,0,1,15,0,30,0,0,0,5,17,0,0,19,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,5,0,1,0,0,0,0
