wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,ndpv,max(cc),avg(cc),bugs,label
15,6,1,22,72,87,7,21,4,0.94285715,540,0.8,0,0.88709676,0.33333334,2,4,34.666668,4,2,18,1,3,1.2,0,0
4,5,0,3,12,6,1,3,3,1,47,1,1,0.90625,0.6666667,2,2,10.5,0,0,0,0,1,0.75,0,0
2,1,0,3,5,0,1,3,1,0.6666667,26,1,2,0,0.6,0,0,10.5,0,0,0,0,1,0.5,0,0
9,1,0,3,14,34,1,3,8,0.875,41,1,1,0,0.3611111,0,0,3.4444444,0,0,0,0,1,0.8888889,0,0
4,3,0,12,23,4,0,12,2,0.8888889,106,0.33333334,0,0.7777778,0.41666666,2,2,24.75,1,1,20,0,5,1.5,0,0
3,1,0,5,9,1,1,5,1,0,32,1,1,0,0.5833333,0,0,9.333333,0,0,0,0,2,0.6666667,0,0
5,5,1,6,24,8,1,5,3,0.875,102,0.5,0,0.94545454,0.375,3,8,19,0,0,0,0,6,1.6,0,0
2,2,0,2,3,1,1,1,1,2,7,0,0,0.90909094,1,1,2,2.5,0,0,0,0,1,0.5,0,0
0,1,0,7,0,0,7,0,0,2,25,0,0,0,0,0,0,0,23,7,173,2,0,0,0,0
48,1,0,22,68,778,12,10,48,0.9191489,503,0.9,1,0,0.108333334,0,0,9.270833,0,0,0,0,2,1.1041666,0,0
1,1,0,3,1,0,3,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2,1,0,8,2,1,4,4,2,2,2,0,0,0,0.625,0,0,0,0,0,0,0,1,1,0,0
95,2,18,107,255,4167,41,75,65,0.9542231,2370,0.3939394,3,0.041237112,0.1049323,0,0,23.6,6,3,617,1,12,2.0105264,3,1
1,1,0,3,1,0,1,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
3,5,0,7,19,3,0,7,2,1,63,0,0,0.88235295,0.44444445,2,2,19.666666,0,0,0,0,3,1.3333334,0,0
18,5,0,40,96,129,3,38,6,0.88235295,487,0.5,1,0.884058,0.2184874,3,15,25.833334,0,0,0,0,8,1.7222222,0,0
3,2,15,26,11,3,15,11,2,2,52,0,0,0.6666667,0.5555556,0,0,16.333334,1,1,15,0,1,0.6666667,0,0
0,1,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,8,0,1,1,1,0,24,1,1,0,0.6666667,0,0,10.5,0,0,0,0,1,0.5,0,0
32,2,0,2,33,464,1,1,31,0.971537,220,0.7647059,0,0.30232558,0.3548387,1,5,5.34375,0,0,0,0,1,0.9375,0,0
25,2,0,42,88,260,1,41,4,0.89880955,1117,0.42857143,0,0.64615387,0.21180555,1,7,43.4,4,3,51,3,14,3.56,0,0
5,3,1,5,19,6,1,4,1,0.95,107,0.8,0,0.8235294,0.5,1,2,19.4,0,0,0,0,4,1.4,0,0
6,1,0,19,40,9,0,19,3,0.8,219,0.5,0,0,0.55,0,0,35.166668,0,0,0,0,9,3.3333333,0,0
0,1,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,15,10,1,0,15,2,2,42,0,0,0.8,0.6666667,0,0,20,1,1,12,1,1,0.5,0,0
0,1,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3,0,13,64,59,1,13,11,0.9567308,665,1,0,0.76785713,0.6785714,1,2,45.357143,2,1,32,0,9,1.5714285,0,0
12,2,0,3,14,56,2,1,12,0.90909094,61,1,0,0.2857143,0.5277778,0,0,3.6666667,0,0,0,0,1,0.8333333,0,0
10,1,0,8,11,45,5,3,9,1.074074,19,0,0,0,0.9259259,0,0,0.6,0,0,0,0,1,0.9,0,0
2,1,0,9,17,1,0,9,2,2,46,0,0,0,0.6666667,0,0,22,0,0,0,0,2,1,0,0
2,5,0,10,20,1,0,10,1,2,71,0,0,0.97959185,0.75,1,1,34.5,0,0,0,0,5,2.5,0,0
3,1,0,8,11,1,3,5,3,1,144,1,0,0,0.44444445,0,0,45.666668,1,1,65,0,18,7,0,0
22,1,0,8,23,207,5,3,22,0.9190476,135,1,0,0,0.19318181,0,0,4.681818,0,0,0,0,1,0.90909094,0,0
5,1,0,31,31,10,20,11,3,1,185,0,0,0,0.2,0,0,35.8,0,0,0,0,6,2.2,0,0
1,1,0,2,1,0,1,1,1,2,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
4,6,0,1,9,6,1,0,4,1.3333334,25,1,0,0.99583334,0.45,4,5,5,0,0,0,0,2,1,0,0
3,3,0,9,18,3,0,9,2,1,65,0,0,0.71428573,0.44444445,1,1,20.333334,2,1,2,0,5,2,1,1
9,4,0,4,61,30,0,4,2,0.95,957,0.6,0,0.82051283,0.359375,2,4,104.77778,0,0,0,0,26,4.888889,0,0
4,1,0,13,16,6,0,13,2,2,88,0,0,0,0.6666667,0,0,21,2,1,10,0,6,2.5,0,0
6,1,0,12,34,11,1,11,2,1.05,331,0.25,1,0,0.42857143,0,0,52.833332,0,0,0,0,11,3.8333333,0,0
3,4,0,7,9,3,1,6,1,1,36,0,0,0.8888889,0.44444445,1,1,10.666667,0,0,0,0,2,1,0,0
32,1,0,20,32,496,14,6,32,1.032258,50,0,0,0,0.16875,0,0,0,3,3,12,2,1,1,1,1
6,5,0,28,83,9,0,28,2,0.9692308,917,0.23076923,1,0.875,0.33333334,2,5,149.66667,10,7,775,6,42,8.666667,0,0
6,1,1,6,7,0,6,0,6,0.5,37,1,0,0,0.8333333,0,0,4.8333335,0,0,0,0,1,0.6666667,0,0
4,2,0,11,18,6,1,10,1,2,49,0,0,0.8125,0.5833333,1,3,11.25,0,0,0,0,1,0.75,0,0
3,5,0,2,5,3,1,1,3,1.5,17,1,0,0.96,0.6666667,1,1,4.3333335,0,0,0,0,1,0.33333334,0,0
3,2,0,20,51,1,0,20,2,0.8333333,242,0.33333334,0,0.5,0.75,0,0,78.666664,0,0,0,0,11,3.6666667,0,0
1,1,0,4,1,0,3,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
3,1,0,4,19,0,1,4,3,0,126,1,0,0,0.5833333,0,0,40.666668,0,0,0,0,6,4,0,0
