wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,ndpv,max(cc),avg(cc),bugs,label
5,1,0,12,40,8,1,11,2,1.1875,173,1,0,0,0.41666666,0,0,32,3,2,0,1,2,1,0,0
2,4,0,15,43,0,1,14,2,0.6666667,402,1,0,0.99616855,0.5555556,2,3,198.5,0,0,0,0,17,8.5,0,0
6,1,0,11,38,13,2,9,3,1.1428572,189,0.71428573,0,0,0.2,0,0,29.333334,1,1,0,0,5,1.6666666,0,0
4,1,0,12,35,4,1,12,2,1.0833334,271,1,0,0,0.46666667,0,0,65.75,1,1,0,0,9,3,0,0
5,1,0,11,38,0,1,10,2,0.5,237,1,2,0,0.36666667,0,0,45.6,1,1,0,0,4,2.2,0,0
5,4,2,11,8,8,11,0,4,1,26,1,0,0.8947368,0.6,0,0,3.8,0,0,0,0,1,0.4,0,0
6,2,0,2,14,11,1,1,4,0.6666667,81,0.6666667,2,0.7647059,0.4,1,1,12,1,1,0,0,3,1,0,0
5,1,0,5,13,8,1,5,3,0.75,51,0.5,1,0,0.4,0,0,8.8,0,0,0,0,1,0.6,0,0
9,1,0,14,30,0,11,3,9,0.45,141,1,2,0,0.6296296,0,0,14.111111,1,1,0,0,2,1.1111112,0,0
5,1,0,16,15,10,15,1,4,2,89,0,0,0,0.26666668,0,0,16.8,0,0,0,0,3,1.2,0,0
6,1,0,3,31,1,1,2,3,0.5,203,1,1,0,0.33333334,0,0,32.5,2,1,0,0,3,1.3333334,0,0
2,5,0,1,4,0,1,1,2,1,18,0.6666667,1,0.9852941,0.75,1,2,6.5,0,0,0,0,1,0.5,0,0
11,1,0,7,54,31,0,7,6,0.775,297,1,0,0,0.225,0,0,25.636364,3,1,0,0,7,1.6363636,0,0
3,1,0,5,14,0,1,4,3,0.25,63,1,1,0,0.5555556,0,0,19.333334,2,1,0,0,3,1.3333334,0,0
28,1,0,8,28,378,1,7,28,2,28,0,0,0,0.34920636,0,0,0,0,0,0,0,1,1,0,0
3,1,0,2,13,3,2,0,1,2,90,0,0,0,0.44444445,0,0,29,0,0,0,0,6,2.6666667,0,0
2,1,0,4,14,0,1,3,2,0,78,1,0,0,0.6666667,0,0,37.5,0,0,0,0,3,1.5,0,0
4,1,0,18,43,4,1,17,3,0.6666667,219,1,1,0,0.375,0,0,53.5,0,0,0,0,4,1.5,0,0
6,2,0,4,14,11,3,1,4,0.875,141,0.25,7,0.7647059,0.4,1,1,21.166666,1,1,0,0,3,1,0,0
5,1,0,2,6,4,2,0,5,0.75,31,1,0,0,0.46666667,0,0,4.6,0,0,0,0,1,0.8,0,0
2,4,0,6,9,1,2,4,2,2,27,1,0,0.9965157,0.75,1,1,12,0,0,0,0,1,0.5,0,0
4,2,0,2,10,0,1,2,4,0.33333334,93,0.8,2,0.72727275,0.4642857,1,1,21,0,0,0,0,4,2.75,0,0
2,1,0,5,6,0,1,5,1,0.25,51,0,1,0,0.625,0,0,22.5,0,0,0,0,1,0.5,0,0
6,1,0,4,20,0,2,2,5,0.65,95,0.75,1,0,0.4,0,0,14.166667,0,0,0,0,4,1.1666666,0,0
4,1,0,4,5,0,4,0,3,0.8333333,22,1,0,0,0.75,0,0,4,0,0,0,0,1,0.5,0,0
6,1,0,31,19,3,26,5,4,0.2,78,1,1,0,0.25,0,0,11.666667,2,1,0,0,4,1.5,0,0
2,2,0,8,12,1,0,8,2,1,56,1,0,0.8333333,1,0,0,24,0,0,0,0,1,0.5,0,0
9,1,0,21,43,20,0,21,8,0.8541667,252,1,5,0,0.20454545,0,0,26.333334,1,1,0,0,5,1.5555556,0,0
2,1,0,6,7,0,1,6,1,0.33333334,38,0,2,0,0.6,0,0,16.5,0,0,0,0,1,0.5,0,0
13,1,0,3,18,26,3,0,13,0.75,134,1,0,0,0.51282054,0,0,8.923077,0,0,0,0,1,0.84615386,0,0
14,1,0,8,23,61,8,1,13,0.78846157,154,1,1,0,0.31428573,1,1,9.714286,0,0,0,0,7,1.5,1,1
15,1,0,10,23,69,10,0,15,0.78571427,213,1,0,0,0.36666667,1,1,12.866667,0,0,0,0,7,1.7333333,1,1
0,1,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,4,1,0,2,2,1,2,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,0,12,9,9,12,0,4,0.85714287,91,0.42857143,5,0.7647059,0.4,1,1,13,0,0,0,0,1,0.6666667,0,0
6,2,0,2,14,11,1,1,4,0.8333333,117,0.33333334,5,0.7647059,0.4,1,1,17.5,1,1,0,0,3,1,0,0
10,1,0,3,14,0,3,0,9,0.6944444,164,1,0,0,0.5,1,1,15,0,0,0,0,13,2.3,0,0
10,1,0,1,23,9,1,0,9,0.75555557,155,1,0,0,0.65,0,0,14,0,0,0,0,3,1,0,0
6,2,0,2,14,11,1,1,4,0.8,105,0.4,4,0.7647059,0.4,1,1,15.666667,1,1,0,0,3,1,0,0
15,1,0,10,19,83,8,2,15,0.9047619,129,1,2,0,0.20952381,1,1,7.2,1,1,0,0,7,1.4,1,1
1,1,0,3,1,0,2,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
20,1,0,6,42,118,4,3,20,0.8105263,264,1,1,0,0.18888889,1,1,11.95,0,0,0,0,7,1.45,1,1
4,2,0,6,15,2,0,6,4,0.7777778,57,1,1,0.625,0.4375,0,0,12.5,3,1,0,4,1,0.75,0,0
5,1,0,9,31,8,1,8,2,1.1875,151,1,1,0,0.45,0,0,27.6,3,2,0,1,3,1.2,0,0
16,1,0,5,41,0,2,4,14,0.775,254,0.75,1,0,0.25714287,0,0,14.375,1,1,0,0,3,1.5625,0,0
2,1,0,6,7,0,1,6,1,0.33333334,38,0,2,0,0.6,0,0,16.5,0,0,0,0,1,0.5,0,0
2,1,0,6,6,0,1,6,1,0.5,28,0,2,0,0.625,0,0,12,0,0,0,0,1,0.5,0,0
21,1,0,34,154,142,0,34,17,0.805,1051,1,9,0,0.11904762,0,0,48.57143,0,0,0,0,17,2.8095238,0,0
3,6,0,6,9,3,3,3,2,1.5,39,1,0,0.96363634,1,1,1,11.666667,0,0,0,0,3,1.6666666,0,0
7,1,0,5,7,21,3,2,7,2,7,0,0,0,0.53571427,0,0,0,0,0,0,0,1,1,0,0
5,1,0,5,36,10,0,5,2,2,163,0,0,0,0.26666668,0,0,31.6,2,2,0,0,3,1.2,0,0
2,2,0,4,5,1,0,4,2,2,11,0,0,0.6666667,0.75,0,0,4.5,0,0,0,0,1,0.5,0,0
3,1,0,4,7,0,1,3,3,0,28,1,0,0,0.5555556,0,0,8,0,0,0,0,2,1,0,0
2,1,0,5,6,0,1,5,1,0.5,28,0,1,0,0.625,0,0,12,0,0,0,0,1,0.5,0,0
3,5,0,24,6,3,23,1,2,1.5,16,1,0,1,0.6666667,0,0,4,0,0,0,0,0,0,0,0
7,2,0,7,17,21,1,7,7,2,73,0,0,0.25,0.42857143,0,0,9.428572,1,1,0,0,2,1,0,0
2,1,0,6,8,0,1,6,1,0.25,51,0,2,0,0.6,0,0,22.5,0,0,0,0,1,0.5,0,0
9,1,0,6,29,26,1,5,3,0.6875,200,1,2,0,0.29166666,0,0,20.777779,0,0,0,0,3,1.6666666,0,0
11,1,0,9,60,55,4,5,3,1.1,540,0.95454544,0,0,0.3409091,0,0,46.090908,0,0,0,0,5,2.4545455,0,0
3,1,0,9,26,3,1,8,3,2,138,0,0,0,0.5,0,0,45,0,0,0,0,5,2.3333333,0,0
6,1,0,7,33,11,1,6,3,1.0857143,169,1,0,0,0.6,0,0,26,1,1,0,0,5,1.6666666,0,0
2,2,0,7,11,1,0,7,2,1,35,1,0,0.8333333,1,0,0,16,0,0,0,0,1,0.5,0,0
37,1,0,25,60,492,23,6,25,0.8402778,441,1,2,0,0.14864865,1,1,10.7027025,0,0,0,0,7,1.4864864,1,1
2,1,0,3,9,1,0,3,1,1,26,0,1,0,1,0,0,11.5,0,0,0,0,0,0,0,0
3,1,0,2,7,3,1,2,2,1,33,0,1,0,0.5,0,0,9.666667,0,0,0,0,2,1,0,0
4,1,0,10,33,4,1,9,2,1.2592592,172,1,0,0,0.5,0,0,39.75,0,0,0,0,2,0.75,0,0
3,1,0,5,20,0,0,5,3,0.5,94,1,0,0,0.6666667,0,0,29.666666,0,0,0,0,1,0.6666667,0,0
6,1,0,11,7,7,10,1,5,0.88,41,1,1,0,0.375,0,0,5,0,0,0,0,1,0.6666667,0,0
13,1,0,13,44,60,1,12,10,0.7638889,297,1,6,0,0.18589744,0,0,21.384615,0,0,0,0,6,1.7692307,0,0
2,1,0,4,6,0,1,4,1,0.33333334,36,0,1,0,0.625,0,0,15.5,0,0,0,0,1,0.5,0,0
2,2,0,4,9,1,2,4,1,2,30,0,0,0.9,0.625,1,1,13,0,0,0,0,1,0.5,0,0
5,1,0,4,11,4,1,4,4,0.625,39,0,1,0,0.6,0,0,6.4,0,0,0,0,1,0.8,0,0
17,1,0,50,25,88,48,2,15,0.8541667,163,1,2,0,0.20588236,1,1,8.235294,0,0,0,0,7,1.2941177,1,1
8,1,0,10,8,28,8,2,8,2,8,0,0,0,0.5,0,0,0,2,1,0,0,1,1,0,0
17,1,0,39,78,122,1,38,10,0.9166667,380,1,7,0,0.14052288,0,0,20.82353,0,0,0,1,3,1.2941177,0,0
2,2,0,4,10,1,0,4,2,2,30,0,0,0.6666667,0.75,0,0,14,0,0,0,0,2,1,0,0
2,1,0,4,6,0,1,4,1,0.5,30,0,1,0,0.625,0,0,13,0,0,0,0,1,0.5,0,0
15,2,0,6,33,51,1,5,12,0.8367347,183,1,0,0.39130434,0.34666666,2,2,10.733334,0,0,0,0,3,1.3333334,0,0
7,1,0,5,15,0,1,4,7,0.16666667,52,1,0,0,0.51428574,0,0,6.285714,0,0,0,0,1,0.85714287,0,0
2,1,0,2,2,1,2,0,2,2,2,0,0,0,0.875,0,0,0,1,1,0,0,1,1,0,0
2,5,0,1,4,0,1,1,2,1,18,0.6666667,1,0.9852941,0.75,1,2,6.5,0,0,0,0,1,0.5,0,0
31,1,0,14,48,309,10,4,30,0.89761907,465,1,3,0,0.16774194,1,1,13.548388,1,1,0,2,8,1.3870968,0,0
2,3,0,2,18,1,0,2,2,2,70,1,0,0.96153843,1,1,2,33.5,1,1,0,0,3,1.5,0,0
5,2,0,7,8,6,6,1,3,0.89285713,91,0.2857143,6,0.8125,0.41666666,1,1,15.8,0,0,0,0,1,0.6,0,0
40,1,0,37,143,484,0,37,37,0.8917379,814,1,8,0,0.115384616,0,0,19.125,1,1,0,1,6,1.45,0,0
3,3,0,5,6,0,2,3,3,0.75,32,0.5,0,0.96825397,0.5,1,1,9,0,0,0,0,2,1,0,0
12,1,0,9,23,0,9,0,12,0.72727275,157,1,0,0,0.33333334,0,0,11.666667,0,0,0,0,2,0.8333333,0,0
5,1,0,4,5,10,3,1,5,2,5,0,0,0,0.9,0,0,0,1,1,0,0,1,1,0,0
9,1,0,8,17,0,8,0,8,0.625,115,1,0,0,0.31111112,1,1,11.444445,0,0,0,0,6,1.3333334,0,0
2,1,0,4,6,0,1,4,1,0.5,28,0,1,0,0.625,0,0,12,0,0,0,0,1,0.5,0,0
12,1,0,15,42,16,0,15,10,0.75757575,354,1,5,0,0.24242425,0,0,28,1,1,0,0,4,1.5,0,0
2,4,0,2,4,0,1,2,2,1,17,0.5,1,0.99657536,0.6666667,1,1,6.5,0,0,0,0,1,0.5,0,0
15,1,0,3,21,63,3,1,15,0.82857144,152,1,1,0,0.23809524,1,1,8.8,0,0,0,0,7,1.4,1,1
3,1,0,2,6,3,1,2,2,1,23,0,1,0,0.5,0,0,6.3333335,0,0,0,0,1,0.6666667,0,0
15,1,0,14,50,51,0,14,11,0.75510204,361,1,6,0,0.22142857,0,0,22.6,2,1,0,0,5,1.5333333,0,0
9,1,0,5,13,20,4,1,9,0.7916667,99,1,1,0,0.2888889,1,1,9.666667,0,0,0,0,7,1.6666666,0,0
8,1,0,17,62,10,1,16,2,0.73015875,525,1,3,0,0.2875,0,0,63.5,0,0,0,1,3,1.375,0,0
2,2,0,2,6,0,1,2,1,0,22,0,1,0.8,0.6666667,0,0,9.5,0,0,0,0,2,1,0,0
2,2,0,9,36,1,2,9,1,2,400,1,0,0.9,0.625,1,2,195.5,0,0,0,0,1,0.5,0,0
