wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,ndpv,max(cc),avg(cc),bugs,label
2,3,0,15,7,1,3,12,2,2,38,0,0,0.85714287,0.6,1,1,18,1,1,14,0,1,0.5,0,0
13,3,0,28,76,78,0,28,8,0.9027778,699,0.083333336,0,0.72727275,0.29807693,0,0,51.846153,5,3,175,1,9,1.8461539,1,1
1,6,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0
7,4,0,15,27,7,1,14,5,0.875,144,0,0,0.8717949,0.6111111,3,5,19,0,0,0,0,2,0.85714287,0,0
11,5,0,9,24,55,1,8,3,1,82,0,0,0.8684211,0.3939394,1,2,6.3636365,0,0,0,0,3,1.0909091,0,0
8,3,1,8,19,10,1,7,8,0.8214286,130,0.5,0,0.84782606,0.325,2,6,14.75,0,0,0,0,5,1.875,0,0
4,4,0,21,23,6,2,19,2,2,84,0,0,0.78571427,0.45,2,3,20,0,0,0,0,3,1.25,0,0
6,5,0,18,23,13,1,17,3,1,95,0,0,0.85714287,0.36,2,3,14.333333,0,0,0,0,2,0.8333333,0,0
2,1,0,42,44,1,0,42,0,1,226,1,0,0,1,0,0,90,0,0,0,0,0,0,0,0
3,2,2,16,16,3,2,14,2,2,56,0,0,0.6666667,0.5,1,1,17.666666,0,0,0,0,1,0.6666667,0,0
2,1,0,2,4,1,0,2,0,1,11,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0
3,3,0,16,11,3,3,13,2,2,34,0,0,0.75,0.46666667,1,1,10.333333,0,0,0,0,1,0.6666667,0,0
6,2,0,9,36,7,0,9,2,1.025,240,0.75,0,0.8095238,0.8,0,0,37.666668,0,0,0,0,6,1.5,0,0
2,1,0,8,10,1,0,8,0,1,41,1,0,0,1,0,0,16,0,0,0,0,0,0,0,0
2,3,0,14,9,1,2,12,2,2,59,0,0,0.85714287,0.625,1,1,28.5,1,1,2,1,6,3,0,0
4,3,3,16,14,6,3,13,3,2,69,0,0,0.6666667,0.42857143,1,1,16.25,1,1,2,1,6,2.5,0,0
2,1,0,40,42,1,0,40,0,1,201,1,0,0,1,0,0,80,0,0,0,0,0,0,0,0
4,1,0,4,4,6,3,1,4,2,4,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2,3,0,14,10,1,1,13,2,2,30,0,0,0.85714287,0.6,1,1,14,2,2,21,0,3,1.5,1,1
2,4,0,10,3,1,9,1,1,2,7,0,0,0.8888889,1,1,1,2.5,0,0,0,0,1,0.5,0,0
9,6,0,7,17,36,0,7,1,2,46,0,0,0.9391304,0.625,2,3,4.111111,0,0,0,0,1,0.7777778,0,0
2,3,0,12,12,1,2,10,2,2,33,0,0,0.85714287,0.625,1,1,15.5,0,0,0,0,3,1.5,0,0
3,5,0,12,11,3,1,11,3,2,33,0,0,0.88235295,0.5555556,1,1,10,0,0,0,0,2,1,0,0
2,3,0,11,8,1,0,11,2,2,27,0,0,0.85714287,0.625,1,1,12.5,1,1,2,1,2,1,0,0
4,4,0,9,8,6,1,8,1,2,22,0,0,0.78571427,0.75,1,1,4.5,0,0,0,0,1,0.75,0,0
1,6,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,1,1,0,0,0,0,0,0
5,4,0,15,37,8,0,15,4,0.95,175,0.2,0,0.9318182,0.75,1,1,33,3,2,56,0,4,1.4,0,0
2,3,0,18,17,1,2,16,2,2,124,0,0,0.85714287,0.6,1,1,61,1,1,2,1,7,3.5,0,0
2,3,0,1,7,1,0,1,1,1,37,0,0,0.95,0.75,1,1,17,0,0,0,0,1,0.5,0,0
2,3,0,15,12,1,2,13,2,2,55,0,0,0.85714287,0.6,1,1,26.5,1,1,2,1,5,2.5,0,0
2,3,0,16,15,1,2,14,2,2,118,0,0,0.85714287,0.6,1,1,58,1,1,2,1,7,3.5,0,0
2,4,0,2,9,1,0,2,1,2,26,1,0,0.94736844,0.75,1,3,11.5,1,1,2,0,1,0.5,0,0
3,3,0,20,22,3,1,19,2,2,87,0,0,0.75,0.44444445,1,1,28,1,1,2,1,6,3,0,0
5,5,0,21,27,8,8,13,1,1,93,0,0,0.8965517,0.5,3,5,17,0,0,0,0,1,0.6,0,0
2,1,0,12,14,1,0,12,0,1,66,1,0,0,1,0,0,26,0,0,0,0,0,0,0,0
2,1,0,23,25,1,0,23,0,1,116,1,0,0,1,0,0,46,0,0,0,0,0,0,0,0
5,3,0,14,37,8,0,14,1,0.875,154,0.5,0,0.88,0.875,2,2,29.4,3,3,410,2,1,0.6,0,0
