Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Android Rules,Basic Rules,Brace Rules,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,Design Rules,Documentation Metric Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Vulnerability Rules,Number of bugs,label
13,1,30,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2,2,9,9,1,3,0.0,0.0,0,0,0,3,0.0,0,1,1,0,0,1,13,18,0,6,0,2,2,0,2,0,8,7,0,8,0,13,18,0,6,0,2,2,0,2,0,8,7,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,84,2,0.0,0,0,0,0.0,0.0,0,0,0,1,1,8,2,33,35,0,7,0.0,0.0,0,0,0,8,0.0,0,0,0,0,0,0,62,74,3,7,3,7,7,3,7,0,7,26,3,7,0,62,74,3,7,3,7,7,3,7,0,7,26,3,7,0,0,0,22,2,4,0,2,1,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,1,1
9,1,100,2,0.0,0,0,0,0.0,0.0,0,0,1,3,3,11,1,7,16,0,4,0.0,0.171429,12,3,0,4,0.153846,12,0,0,0,0,0,58,83,4,2,4,2,4,0,3,0,4,33,0,3,0,66,92,4,2,4,2,4,0,3,0,4,33,0,3,0,0,0,11,4,16,0,0,5,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0
12,1,52,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,12,1,3,4,1,7,0.14285699999999998,0.0606061,2,1,1,6,0.0606061,2,0,0,1,1,0,31,41,0,4,0,4,6,0,6,0,6,19,0,6,0,31,41,0,4,0,4,6,0,6,0,6,19,0,6,0,0,0,15,1,8,0,0,8,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14,1,96,2,0.0,0,0,0,0.0,0.0,0,0,3,1,1,8,2,0,0,2,5,0.333333,0.0806452,5,4,1,2,0.07246380000000001,5,0,0,0,0,0,57,76,0,0,0,0,3,0,2,0,3,53,0,2,0,64,83,0,0,0,0,4,0,3,0,4,56,0,3,0,0,2,15,3,13,0,0,2,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
23,1,240,2,0.0,0,0,0,0.0,0.0,0,0,1,3,3,20,5,2,0,9,12,0.5,0.038961,3,3,1,1,0.0215054,4,0,0,0,0,0,74,86,6,0,6,0,3,0,1,0,3,69,0,1,0,182,218,16,11,16,9,26,0,17,1,32,100,0,21,1,0,0,88,2,20,0,0,7,0,0,0,0,0,0,4,0,0,5,85,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,3,0,0,0,2,0,0,0
46,1,332,2,0.0,0,0,0,0.0,0.0,0,0,1,3,3,45,25,6,9,30,43,0.272727,0.08407080000000001,19,15,3,8,0.0805085,19,0,0,0,0,0,207,277,20,8,20,8,13,6,10,0,13,103,6,10,0,217,287,20,8,20,8,13,6,10,0,13,103,6,10,0,0,6,45,6,10,0,2,4,0,0,0,0,0,0,0,2,0,12,35,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,0,0,0,1,1
10,1,37,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,5,3,3,3,3,8,0.166667,0.12,3,3,1,5,0.12,3,1,1,0,0,1,22,28,1,1,1,1,5,0,5,0,5,6,0,5,0,22,28,1,1,1,1,5,0,5,0,5,6,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,40,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3,1,18,54,2,5,1.0,0.612903,19,19,4,0,0.612903,19,1,1,1,1,1,12,30,2,0,1,0,3,0,3,0,6,3,0,6,0,12,30,2,0,1,0,3,0,3,0,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,39,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,93,4,0,3,1.0,0.612903,19,19,4,0,0.612903,19,0,0,2,4,0,12,30,1,0,1,0,3,0,3,0,3,3,0,3,0,12,30,1,0,1,0,3,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,43,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3,1,14,31,2,5,1.0,0.647059,22,22,4,0,0.647059,22,1,1,1,1,1,12,30,2,0,1,0,3,0,3,0,6,3,0,6,0,12,30,2,0,1,0,3,0,3,0,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,19,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,6,1,0,4,5,0.5,0.272727,3,3,1,1,0.272727,3,1,1,1,1,1,8,10,7,3,0,0,1,0,1,0,34,3,3,34,1,8,10,7,3,0,0,1,0,1,0,34,3,3,34,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
