Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Android Rules,Basic Rules,Brace Rules,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,Design Rules,Documentation Metric Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Vulnerability Rules,Number of bugs,label
38,1,121,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,8,5,0,0,8,14,0.0,0.0,0,0,0,3,0.0,0,0,0,0,0,0,51,60,1,1,1,1,6,0,2,0,6,15,0,2,0,73,84,3,1,3,1,9,0,5,0,9,18,0,5,0,0,0,24,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,87,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,10,1,1,1,0,5,0.0,0.0,0,0,0,4,0.0,0,1,1,0,0,1,53,59,4,0,2,0,5,0,3,0,9,18,0,7,0,53,59,4,0,2,0,5,0,3,0,9,18,0,7,0,0,0,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
34,1,119,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,5,6,0,0,6,8,0.0,0.0,0,0,0,3,0.0,0,1,1,0,0,1,35,39,1,0,1,0,2,0,2,0,2,14,0,2,0,79,86,4,1,4,1,5,0,4,0,5,31,0,4,0,0,0,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,182,2,0.132678,1,4,1,0.12121199999999999,0.137931,16,16,4,2,2,22,9,40,44,11,21,0.125,0.0413223,5,5,1,7,0.04,5,0,0,23,27,0,116,128,3,1,3,1,10,0,7,2,10,43,0,7,2,120,132,6,1,6,1,10,3,7,2,11,43,3,8,2,0,0,36,2,8,0,0,0,0,9,0,1,0,0,0,0,0,7,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0
35,1,271,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,39,7,37,123,10,31,0.23809499999999997,0.139535,30,30,5,16,0.139535,30,0,0,0,0,0,185,237,6,6,6,6,21,1,20,1,21,83,1,20,1,185,237,6,6,6,6,21,1,20,1,21,83,1,20,1,0,1,43,4,9,0,0,0,0,0,0,0,0,0,6,0,0,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2,0,2,0,0,0,0
56,1,278,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,12,19,1,0,14,20,0.8,0.196721,24,19,4,1,0.11428599999999998,24,0,0,0,0,0,98,129,2,0,2,0,6,1,4,0,6,45,1,4,0,186,223,7,0,6,0,14,3,8,0,19,81,3,13,0,0,0,49,4,13,0,0,0,0,0,0,0,0,0,2,1,0,8,44,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,1,0,0,0
52,1,155,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,5,19,0,0,27,31,0.0,0.108696,10,0,0,5,0.108696,10,0,0,0,0,0,82,104,2,0,2,0,4,1,4,0,4,36,1,4,0,82,104,2,0,2,0,4,1,4,0,4,36,1,4,0,0,0,15,6,1,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,1,0,0,0
47,1,126,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,11,13,0,0,17,22,0.0,0.0266667,2,0,0,3,0.0266667,2,0,0,0,0,0,73,80,2,0,2,0,5,1,2,0,5,35,1,2,0,73,80,2,0,2,0,5,1,2,0,5,35,1,2,0,0,0,18,2,3,0,0,0,0,0,0,0,0,0,0,1,0,2,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0
35,1,132,2,0.271429,2,6,2,0.265306,0.320513,26,25,1,3,3,12,8,0,0,9,13,0.0,0.0987654,8,0,0,3,0.0909091,8,0,0,0,0,0,73,91,1,0,1,0,4,1,2,0,4,30,1,2,0,80,98,1,0,1,0,5,1,3,0,5,32,1,3,0,0,0,31,6,3,0,0,0,0,12,0,0,0,0,0,0,0,2,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,4,1,0,0,2,0,0,0
29,1,45,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,1,4,0,0,8,9,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,17,17,0,0,0,0,1,0,1,0,1,6,0,1,0,17,17,0,0,0,0,1,0,1,0,1,6,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,242,2,0.25688099999999997,1,2,2,0.208333,0.223881,40,30,3,1,1,8,20,0,0,29,36,0.0,0.205882,35,0,0,7,0.205882,35,1,1,0,0,1,135,192,3,1,3,1,7,1,6,0,7,66,1,6,0,135,192,3,1,3,1,7,1,6,0,7,66,1,6,0,0,0,42,13,22,0,0,0,0,19,0,1,0,0,2,3,0,5,15,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,0,4,0,8,3,2,0,0,0
76,1,662,2,0.0,0,0,0,0.0,0.0,0,0,3,2,2,26,34,0,0,71,87,0.13333299999999998,0.264033,127,10,2,13,0.258687,134,0,0,0,0,0,354,557,2,0,2,0,16,0,14,1,16,240,0,14,1,384,587,3,0,3,0,17,0,15,1,17,240,0,15,1,0,4,49,18,74,0,0,0,0,0,0,1,0,0,1,8,0,30,36,0,0,0,0,0,45,0,0,0,0,0,0,0,0,2,0,0,4,0,14,0,4,0,0,0
35,1,102,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,7,8,0,0,13,19,0.0,0.12069,7,0,0,7,0.12069,7,0,0,0,0,0,51,68,2,0,2,0,6,0,6,1,6,20,0,6,1,51,68,2,0,2,0,6,0,6,1,6,20,0,6,1,0,0,15,2,10,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,1,62,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,1,11,0,0,13,14,0.5,0.25,7,5,1,1,0.25,7,0,0,0,0,0,21,23,0,0,0,0,1,0,1,0,1,12,0,1,0,21,23,0,0,0,0,1,0,1,0,1,12,0,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,1,294,2,0.0286086,1,1,1,0.0413223,0.041666699999999994,10,9,3,3,3,27,14,2,1,18,33,0.0,0.0,0,0,0,11,0.0,0,0,0,0,0,0,176,195,6,0,6,0,15,0,10,1,15,80,0,10,1,220,242,14,0,9,0,20,0,14,1,24,93,4,18,1,0,0,71,6,43,0,0,2,0,7,0,1,0,0,4,1,0,34,55,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0
61,1,840,2,0.34070700000000004,11,38,25,0.287179,0.285928,224,191,2,4,3,79,22,0,0,34,56,0.0,0.027900099999999997,19,0,0,18,0.027536200000000004,19,1,1,0,0,1,662,771,3,0,3,0,22,1,17,2,22,471,1,17,2,671,780,9,0,9,0,22,7,17,2,23,471,7,18,2,0,0,124,7,91,0,0,0,0,62,0,1,0,2,0,2,0,5,47,0,0,0,0,0,85,0,0,0,0,0,0,0,0,1,0,0,10,0,4,1,2,0,0,0
57,1,237,2,0.0,0,0,0,0.0,0.0,0,0,1,3,3,19,28,0,0,33,48,0.2,0.0580645,9,1,1,4,0.0580645,9,0,0,0,0,0,146,181,9,0,9,0,15,1,4,0,15,58,1,4,0,146,181,9,0,9,0,15,1,4,0,15,58,1,4,0,0,0,40,1,19,0,0,0,0,0,0,0,0,0,0,3,0,9,31,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0
42,1,129,2,0.0,0,0,0,0.0,0.0,0,0,2,2,2,7,6,0,0,7,13,0.0,0.051282100000000004,4,0,0,4,0.051282100000000004,4,0,0,0,0,0,74,88,5,1,5,1,6,1,3,1,6,27,1,3,1,74,88,5,1,5,1,6,1,3,1,6,27,1,3,1,0,0,20,3,5,0,0,0,0,0,0,1,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,2,0,0,0,0
50,1,144,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,9,17,0,0,20,29,0.0,0.043478300000000004,3,0,0,4,0.0361446,3,0,0,0,0,0,66,81,3,0,3,0,9,1,3,0,9,21,1,3,0,80,95,3,0,3,0,10,1,4,0,15,25,1,9,0,0,0,31,2,7,0,0,0,0,0,0,0,0,0,0,1,0,3,26,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0
43,1,94,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,15,0,0,21,23,0.333333,0.26087,12,9,1,2,0.26087,12,0,0,0,0,0,34,52,1,0,1,0,2,0,2,0,2,17,0,2,0,34,52,1,0,1,0,2,0,2,0,2,17,0,2,0,0,0,5,2,5,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
64,1,338,2,0.0,0,0,0,0.0,0.0,0,0,2,2,2,23,25,0,0,39,58,0.11111099999999999,0.08407080000000001,19,3,1,8,0.07661289999999998,19,0,0,0,0,0,207,252,5,0,5,0,19,1,8,1,19,95,1,8,1,229,275,8,0,8,0,22,3,8,1,22,97,3,8,1,0,0,66,7,11,0,0,0,0,0,0,1,0,0,0,4,0,5,53,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,3,4,0,0,0,0
41,1,206,2,0.0,0,0,0,0.0,0.0,0,0,2,0,0,4,8,5,2,10,14,0.0,0.051282100000000004,2,0,0,2,0.0261438,4,1,1,0,0,1,37,47,8,1,6,0,4,0,1,0,16,12,0,4,0,149,166,20,1,9,0,14,0,6,1,89,49,2,54,4,0,0,58,5,7,0,0,0,0,0,0,1,0,0,2,0,0,1,48,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,9,1,0,1,2,0,0,0
44,1,158,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,4,12,2,0,10,14,0.0,0.128571,9,0,0,5,0.0882353,9,0,0,0,0,0,61,82,10,0,10,0,4,1,4,1,4,24,1,4,1,93,115,10,0,10,0,7,1,7,1,7,33,1,7,1,0,0,29,5,1,0,0,0,0,0,0,1,0,0,0,1,0,3,21,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0
48,1,185,2,0.0,0,0,0,0.0,0.0,0,0,1,3,3,15,15,2,6,25,34,0.0,0.00775194,1,0,0,10,0.00775194,1,0,0,0,0,0,128,138,4,0,4,0,9,0,9,0,9,67,0,9,0,128,138,4,0,4,0,9,0,9,0,9,67,0,9,0,0,0,22,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,76,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,10,0,0,7,8,0.0,0.125,4,0,0,2,0.125,4,0,0,0,0,0,28,35,2,0,2,0,1,1,1,0,1,11,1,1,0,28,35,2,0,2,0,1,1,1,0,1,11,1,1,0,0,0,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0
27,1,65,2,0.0,0,0,0,0.0,0.0,0,0,3,0,0,6,1,2,2,0,6,0.0,0.0,0,0,0,7,0.0,0,1,1,0,0,1,33,39,3,0,3,0,6,0,6,0,6,6,0,6,0,33,39,3,0,3,0,6,0,6,0,6,6,0,6,0,0,0,16,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
57,1,151,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,9,18,0,0,13,20,0.0,0.127907,11,0,0,7,0.127907,11,0,0,0,0,0,75,95,3,0,3,0,7,0,6,0,7,23,0,6,0,75,95,3,0,3,0,7,0,6,0,7,23,0,6,0,0,1,19,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
