Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Android Rules,Basic Rules,Brace Rules,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,Design Rules,Documentation Metric Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Vulnerability Rules,Number of bugs,label
8,1,29,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,4,4,7,9,4,8,0.0,0.0,0,0,0,5,0.0,0,1,1,0,0,1,18,22,0,11,0,4,4,0,4,0,14,4,0,14,0,18,22,0,11,0,4,4,0,4,0,14,4,0,14,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,183,2,0.10271300000000001,1,2,1,0.06289310000000001,0.07692310000000001,10,9,5,2,2,26,3,0,0,0,19,0.13333299999999998,0.09917360000000001,12,12,2,13,0.0930233,12,0,0,0,0,0,109,150,4,14,4,14,19,2,14,0,19,55,2,14,0,117,159,6,14,6,14,20,2,15,0,20,57,2,15,0,0,0,56,18,2,0,0,0,0,7,0,1,0,0,0,0,0,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,16,0,0,0
15,1,105,2,0.197674,1,2,1,0.16483499999999998,0.180556,15,13,3,1,1,14,1,1,0,0,8,0.0,0.0,0,0,0,7,0.0,0,0,0,0,0,0,66,85,3,4,3,4,8,0,6,0,8,35,0,6,0,72,91,4,4,4,4,9,0,7,0,9,36,0,7,0,0,0,36,12,2,0,0,0,0,11,0,1,0,0,0,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0
23,1,272,2,0.296825,2,9,2,0.2,0.29801300000000003,50,45,6,2,2,21,3,0,0,0,11,0.25,0.281609,49,42,2,6,0.259804,53,0,0,0,0,0,125,220,7,5,7,5,11,1,7,0,11,69,1,7,0,151,250,9,5,9,5,14,1,9,0,14,79,1,9,0,0,0,54,31,9,0,0,0,0,24,0,1,0,0,0,0,0,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,6,0,0,0,28,0,0,0
12,1,187,2,0.462871,2,9,2,0.284091,0.39823000000000003,50,45,5,2,2,20,0,1,0,0,9,0.666667,0.268908,32,28,2,1,0.24161100000000002,36,0,0,1,1,0,87,146,2,1,2,1,9,0,2,0,9,49,0,2,0,113,176,4,1,4,1,12,0,4,0,12,59,0,4,0,0,0,51,18,4,0,0,0,0,24,0,1,0,0,0,0,0,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0
17,1,75,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,16,9,2,4,7,17,0.0909091,0.0425532,2,1,1,10,0.0425532,2,0,0,1,1,0,45,59,0,7,0,7,10,0,10,0,10,25,0,10,0,45,59,0,7,0,7,10,0,10,0,10,25,0,10,0,0,0,25,1,10,0,0,8,0,0,0,1,0,0,0,0,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
21,1,135,2,0.0,0,0,0,0.0,0.0,0,0,4,1,1,8,0,0,0,0,4,0.333333,0.132075,7,4,1,2,0.0879121,8,0,0,0,0,0,46,70,0,0,0,0,4,0,2,0,4,42,0,2,0,83,115,4,0,4,0,9,0,6,0,9,56,0,6,0,0,1,34,26,6,0,0,3,0,0,0,1,0,0,0,0,0,1,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,23,0,0,0
19,1,236,2,0.0,0,0,0,0.0,0.0,0,0,3,3,3,20,0,0,0,0,3,0.5,0.038961,3,3,1,1,0.0215054,4,0,0,0,0,0,74,86,6,0,6,0,3,0,1,0,3,69,0,1,0,182,218,16,11,16,9,26,0,17,1,32,100,0,21,1,0,0,89,37,18,0,0,7,0,0,0,1,0,0,4,0,0,5,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,37,0,0,0
59,1,701,2,0.0650591,2,8,3,0.048211500000000004,0.0643016,31,29,2,3,3,67,43,8,16,40,68,0.391304,0.17234000000000002,81,55,9,14,0.152015,83,1,1,0,0,1,389,560,44,21,44,21,28,16,22,0,28,192,16,22,0,463,643,44,21,44,21,36,16,30,0,36,213,16,30,0,0,8,126,2,14,0,0,6,0,18,0,3,0,0,0,3,0,17,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,3,1
10,1,39,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,157,4,0,3,1.0,0.612903,19,19,4,0,0.612903,19,0,0,2,4,0,12,30,1,0,1,0,3,0,3,0,3,3,0,3,0,12,30,1,0,1,0,3,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
