wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,ndpv,max(cc),avg(cc),bugs,label
3,1,0,1,13,3,0,1,2,1.5,78,1,0,0,0.33333334,0,0,24.333334,0,0,0,0,4,1.6666666,0,0
1,1,0,0,2,0,0,0,0,2,35,0,0,0,0,0,0,4,1,1,61,0,0,0,0,0
0,1,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,0,3,16,1,0,3,1,2,83,1,0,0.9285714,0.75,1,1,40,0,0,0,0,5,2.5,0,0
2,3,0,26,48,1,0,26,2,2,259,0,0,0.85714287,0.6666667,2,2,128.5,0,0,0,0,16,8,0,0
9,3,0,13,21,34,3,13,9,0.96875,140,1,0,0.8367347,1,0,0,14.111111,0,0,0,0,1,0.8888889,0,0
4,1,0,4,4,6,4,0,4,2,4,0,0,0,0.75,0,0,0,0,0,0,0,1,1,0,0
4,3,0,9,19,0,0,9,2,0.5833333,97,1,0,0.9,0.5,0,0,22.25,0,0,0,0,1,0.5,0,0
2,3,0,4,5,1,0,4,1,2,23,1,0,0.9285714,0.75,1,1,10,0,0,0,0,3,1.5,0,0
11,1,0,49,11,55,37,12,11,2,11,0,0,0,0.27272728,0,0,0,0,0,0,0,1,1,0,0
4,1,0,2,27,6,0,2,3,2,113,0,0,0,0.3125,0,0,27.25,0,0,0,0,3,1.25,0,0
3,2,0,16,38,3,0,16,0,1,282,0,0,0.6666667,0.5,2,3,92.666664,0,0,0,0,9,3.3333333,0,0
4,5,0,4,10,6,1,4,3,1,37,0,1,0.90625,0.6666667,2,2,8,0,0,0,0,1,0.75,0,0
5,2,2,9,35,8,2,7,1,1.1666666,243,1,0,0.8235294,0.75,0,0,46.4,0,0,0,0,5,1.4,0,0
2,2,0,5,11,1,0,5,1,2,48,0,0,0.9166667,1,0,0,23,0,0,0,0,1,0.5,0,0
4,1,0,7,9,6,4,3,3,2,32,0,0,0,0.5833333,0,0,7,0,0,0,0,1,0.75,1,1
8,3,0,17,37,16,0,17,7,0.47619048,412,1,0,0.75,0.36734694,0,0,50.125,0,0,0,0,9,3.25,0,0
3,3,0,12,17,1,0,12,2,0.5,68,1,0,0.85714287,0.6666667,1,1,21.333334,0,0,0,0,4,1.3333334,0,0
10,3,0,44,118,33,0,44,2,0.9777778,1034,0.8,0,0.81395346,0.27272728,2,5,101.9,5,3,240,0,9,3.4,6,1
1,1,0,0,2,0,0,0,0,2,7,0,0,0,0,0,0,4,1,1,5,0,0,0,0,0
2,1,0,1,4,0,1,1,1,0,14,0,1,0,0.6666667,0,0,5.5,0,0,0,0,1,0.5,0,0
4,1,0,2,17,0,1,2,1,0.5555556,84,0.6666667,1,0,0.5,0,0,19.25,0,0,0,0,1,0.75,0,0
5,1,0,14,5,10,8,6,5,2,5,0,0,0,0.45,0,0,0,0,0,0,0,1,1,0,0
4,4,0,12,17,4,0,12,2,2,91,0,0,0.72727275,0.625,2,2,21.75,0,0,0,0,6,2,2,1
2,1,0,3,6,0,1,3,1,0,15,0,1,0,0.6666667,0,0,6,0,0,0,0,1,0.5,0,0
2,4,0,13,25,1,1,12,2,2,83,0,0,0.96153843,1,0,0,40.5,0,0,0,0,3,1.5,1,1
11,3,0,14,43,13,0,14,9,0.85714287,289,0.71428573,0,0.8125,0.32,2,7,24.636364,0,0,0,0,13,2.5454545,0,0
0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,2,10,1,1,2,1,1,43,0,1,0,0.6666667,0,0,20,0,0,0,0,1,0.5,0,0
6,1,0,2,10,1,1,1,5,0.6666667,42,1,0,0,0.7,0,0,5.5,0,0,0,0,1,0.6666667,0,0
0,1,0,1,0,0,0,1,0,2,29,0,0,0,0,0,0,0,1,1,4,0,0,0,1,1
2,2,0,1,5,0,1,1,1,1,21,0.5,1,0.9230769,0.6,0,0,8.5,0,0,0,0,2,1,0,0
4,5,0,3,12,6,1,3,3,1,47,0,1,0.90625,0.6666667,2,2,10.5,0,0,0,0,1,0.75,0,0
6,1,0,52,91,9,3,49,2,1,747,1,0,0,0.2857143,0,0,123,3,1,32,2,8,3,0,0
2,1,0,5,2,1,4,1,2,2,2,0,0,0,0.75,0,0,0,0,0,0,0,1,1,0,0
3,3,3,7,8,3,3,4,2,2,31,0,0,0.75,0.5555556,0,0,9.333333,0,0,0,0,2,1,0,0
31,3,0,11,72,247,0,11,27,0.86,662,0.53333336,0,0.654321,0.12158809,3,19,19.870968,0,0,0,0,23,2.2258065,0,0
2,3,0,11,9,1,0,11,2,2,54,0,0,0.8888889,0.5833333,1,3,26,2,1,12,0,1,0.5,0,0
3,1,0,3,7,0,3,3,1,0,30,0,1,0,0.41666666,0,0,8.666667,0,0,0,0,1,0.6666667,0,0
